Team_Name,Nation,Team_Rank,Race_Date,City,Country,Distance,Technique,Is_Present,Race1_Prob,Team_Points,TeamMembers,Total_Elo,Avg_Elo,Total_Distance_Elo,Avg_Distance_Elo,Total_Distance_F_Elo,Avg_Distance_F_Elo,Total_Distance_C_Elo,Avg_Distance_C_Elo,Total_Sprint_Elo,Avg_Sprint_Elo,Total_Sprint_C_Elo,Avg_Sprint_C_Elo,Total_Sprint_F_Elo,Avg_Sprint_F_Elo,Total_Classic_Elo,Avg_Classic_Elo,Total_Freestyle_Elo,Avg_Freestyle_Elo,Member_1_Elo,Member_1_Distance_Elo,Member_1_Distance_F_Elo,Member_1_Distance_C_Elo,Member_1_Sprint_Elo,Member_1_Sprint_C_Elo,Member_1_Sprint_F_Elo,Member_1_Classic_Elo,Member_1_Freestyle_Elo,Member_1,Member_1_ID,Member_2_Elo,Member_2_Distance_Elo,Member_2_Distance_F_Elo,Member_2_Distance_C_Elo,Member_2_Sprint_Elo,Member_2_Sprint_C_Elo,Member_2_Sprint_F_Elo,Member_2_Classic_Elo,Member_2_Freestyle_Elo,Member_2,Member_2_ID,MemberIDs
Germany,Germany,0,02/18/2026,Milano Cortina,Italy,Ts,F,True,1.0,,"Friedrich Moch,Jan Stölben",3079.7718866635796,1539.8859433317898,2953.6680529455098,1476.8340264727549,2875.08383075285,1437.541915376425,2814.92264109602,1407.46132054801,2780.65316579103,1390.326582895515,2647.35221103006,1323.67610551503,2783.9052400237297,1391.9526200118648,2881.66833501986,1440.83416750993,2995.81774288712,1497.90887144356,1626.98232959168,1683.21605348738,1604.70450124432,1555.98344787744,1221.73640787665,1225.67111838237,1223.52443536675,1541.27296007317,1524.28741870445,Friedrich Moch,9323,1452.7895570719,1270.45199945813,1270.37932950853,1258.93919321858,1558.91675791438,1421.68109264769,1560.38080465698,1340.39537494669,1471.53032418267,Jan Stölben,14033,"9323,14033"
Great Britain,Great Britain,0,02/18/2026,Milano Cortina,Italy,Ts,F,True,1.0,,"Andrew Musgrave,Joe Davies",2997.4774778447,1498.73873892235,3032.1794775815197,1516.0897387907598,2947.5962423666597,1473.7981211833298,2781.7355741681104,1390.8677870840552,2488.5169047796076,1244.2584523898038,2428.21302910029,1214.106514550145,2547.35161372272,1273.67580686136,2742.56304430602,1371.28152215301,2928.92510529497,1464.462552647485,1550.71923667481,1585.54869011296,1533.63726825548,1491.56774336247,1253.02470620028,1194.546524803,1311.78762472999,1449.25324302378,1497.63237972589,Andrew Musgrave,277,1446.75824116989,1446.63078746856,1413.95897411118,1290.16783080564,1235.4921985793276,1233.66650429729,1235.56398899273,1293.30980128224,1431.29272556908,Joe Davies,14110,"277,14110"
Hungary,Hungary,0,02/18/2026,Milano Cortina,Italy,Ts,F,True,1.0,,"Adam Konya,Daniel Szollos",960.009580481349,960.009580481349,963.049305121485,963.049305121485,1056.09832794526,1056.09832794526,1066.49547182282,1066.49547182282,1087.41005558382,1087.41005558382,1127.17593353856,1127.17593353856,1108.03661568488,1108.03661568488,1018.24170658692,1018.24170658692,1009.47488255491,1009.47488255491,960.009580481349,963.049305121485,1056.09832794526,1066.49547182282,1087.41005558382,1127.17593353856,1108.03661568488,1018.24170658692,1009.47488255491,Adam Konya,2259,,,,,,,,,,Daniel Szollos,,"2259,"
Ireland,Ireland,0,02/18/2026,Milano Cortina,Italy,Ts,F,True,1.0,,"Thomas Hjalmar Westgård,Dylan Longridge",2685.30625807874,1342.65312903937,2687.366742255045,1343.6833711275226,2615.3927304337503,1307.6963652168752,2675.410420757185,1337.7052103785925,2417.53796390527,1208.768981952635,2452.58723893262,1226.29361946631,2387.11032209285,1193.555161046425,2638.5631814951403,1319.2815907475701,2595.37660822082,1297.68830411041,1454.25757930826,1471.961646296,1379.2096135427,1438.34123980264,1182.37644672858,1218.92073463533,1163.88416307065,1414.19288097524,1366.06291059598,Thomas Hjalmar Westgård,5553,1231.04867877048,1215.405095959045,1236.18311689105,1237.069180954545,1235.16151717669,1233.66650429729,1223.2261590222,1224.3703005199,1229.31369762484,Dylan Longridge,20668,"5553,20668"
Italy,Italy,0,02/18/2026,Milano Cortina,Italy,Ts,F,True,1.0,,"Federico Pellegrino,Davide Graz",3243.01492766914,1621.50746383457,3104.95839938988,1552.47919969494,2899.01306942072,1449.50653471036,2885.86740813377,1442.933704066885,3239.2528485062403,1619.6264242531201,2915.64695700765,1457.823478503825,3281.1835457481,1640.59177287405,2965.0780838830096,1482.5390419415048,3161.52936463099,1580.764682315495,1714.68478925722,1629.19457647052,1467.98026891835,1567.87885160463,1744.67064687725,1579.96519428919,1761.90413113416,1617.29550340873,1643.60913849397,Federico Pellegrino,44,1528.33013841192,1475.76382291936,1431.03280050237,1317.98855652914,1494.58220162899,1335.68176271846,1519.27941461394,1347.78258047428,1517.92022613702,Davide Graz,12165,"44,12165"
Japan,Japan,0,02/18/2026,Milano Cortina,Italy,Ts,F,True,1.0,,"Naoto Baba,Ryo Hirose",2861.18383547643,1430.591917738215,2885.66413060707,1442.832065303535,2805.23012611192,1402.61506305596,2700.05091092764,1350.02545546382,2382.18585243956,1191.09292621978,2436.26609540879,1218.133047704395,2401.46763541318,1200.73381770659,2680.78240848841,1340.391204244205,2762.64606571098,1381.32303285549,1497.65638662887,1521.77156320066,1483.47113379615,1358.53453123513,1139.10292216549,1155.83309397175,1165.30478210616,1339.12765186272,1446.24203972589,Naoto Baba,5186,1363.52744884756,1363.89256740641,1321.75899231577,1341.51637969251,1243.08293027407,1280.43300143704,1236.16285330702,1341.65475662569,1316.40402598509,Ryo Hirose,12172,"5186,12172"
Kazakhstan,Kazakhstan,0,02/18/2026,Milano Cortina,Italy,Ts,F,True,1.0,,"Sultan Bazarbekov,Svyatoslav Matassov",2510.0221672531798,1255.0110836265899,2552.3504970104796,1276.1752485052398,2551.49277490438,1275.74638745219,2474.13836190909,1237.069180954545,2562.53120328534,1281.26560164267,2633.8313344214102,1316.9156672107051,2531.0570101744197,1265.5285050872099,2616.5716048000004,1308.2858024000002,2486.64647283374,1243.32323641687,1246.5574175751,1286.71385250993,1286.06694256445,1237.069180954545,1262.76182705348,1276.21251488865,1268.62439484025,1277.08719482545,1256.88757722747,Sultan Bazarbekov,17588,1263.46474967808,1265.63664450055,1265.42583233993,1237.069180954545,1299.76937623186,1357.61881953276,1262.43261533417,1339.48440997455,1229.75889560627,Svyatoslav Matassov,11840,"17588,11840"
Latvia,Latvia,0,02/18/2026,Milano Cortina,Italy,Ts,F,True,1.0,,"Raimo Vigants,Sandijs Suhanovs",2418.20032557765,1209.100162788825,2347.34947156216,1173.67473578108,2442.73269659177,1221.366348295885,2394.64095440122,1197.32047720061,2595.9289313499103,1297.9644656749551,2427.53081992262,1213.76540996131,2611.75159097332,1305.87579548666,2334.00664728531,1167.003323642655,2536.85583648304,1268.42791824152,1215.40813392285,1121.53523487672,1181.31862288197,1136.3045978804,1324.91036226551,1170.64705086206,1376.18760198059,1108.87284950731,1281.51563591551,Raimo Vigants,4153,1202.7921916548,1225.81423668544,1261.4140737098,1258.33635652082,1271.0185690844,1256.88376906056,1235.56398899273,1225.133797778,1255.34020056753,Sandijs Suhanovs,17033,"4153,17033"
Lithuania,Lithuania,0,02/18/2026,Milano Cortina,Italy,Ts,F,True,1.0,,"Matas Grazys,Modestas Vaiciulis",2495.46513058689,1247.732565293445,2420.314697693815,1210.1573488469076,2439.56083892166,1219.78041946083,2474.13836190909,1237.069180954545,2547.6482193727797,1273.8241096863899,2523.19989820632,1261.59994910316,2564.5717664893,1282.28588324465,2507.45901978423,1253.729509892115,2521.58853707452,1260.79426853726,1230.32675187578,1215.405095959045,1236.18311689105,1237.069180954545,1243.92757265911,1262.61188452589,1263.2261590222,1263.29174978876,1262.25487409543,Matas Grazys,19962,1265.13837871111,1204.90960173477,1203.37772203061,1237.069180954545,1303.72064671367,1260.58801368043,1301.3456074671,1244.16726999547,1259.33366297909,Modestas Vaiciulis,1652,"19962,1652"
Norway,Norway,0,02/18/2026,Milano Cortina,Italy,Ts,F,True,1.0,,"Johannes Høsflot Klæbo,Harald Østberg Amundsen",3781.65352633266,1890.82676316633,3709.76982328168,1854.88491164084,3347.3759406194004,1673.6879703097002,3394.77930030204,1697.38965015102,3533.0738352345197,1766.5369176172599,3262.45812814272,1631.22906407136,3458.8910792259603,1729.4455396129802,3510.48274054016,1755.24137027008,3578.48961018414,1789.24480509207,1938.61363875896,1857.47168031501,1654.73189825603,1725.61940804767,1875.67983455379,1729.85082770502,1832.71306027018,1810.85187252866,1823.48133124413,Johannes Høsflot Klæbo,5164,1843.0398875737,1852.29814296667,1692.64404236337,1669.15989225437,1657.39400068073,1532.6073004377,1626.17801895578,1699.6308680115,1755.00827894001,Harald Østberg Amundsen,5449,"5164,5449"
Poland,Poland,0,02/18/2026,Milano Cortina,Italy,Ts,F,True,1.0,,"Dominik Bury,Maciej Starega",2809.6799694921,1404.83998474605,2532.88234515399,1266.441172576995,2545.0337147239597,1272.5168573619799,2439.45836914341,1219.729184571705,2727.97790057968,1363.98895028984,2472.20780416005,1236.103902080025,2806.17706311074,1403.08853155537,2503.88626284196,1251.94313142098,2835.88866065887,1417.944330329435,1446.58758018123,1442.01480151482,1412.98592322245,1316.57901767341,1292.77594044093,1210.35204778036,1318.24691507228,1306.89460246979,1427.61421249033,Dominik Bury,3623,1363.09238931087,1090.86754363917,1132.04779150151,1122.87935147,1435.20196013875,1261.85575637969,1487.93014803846,1196.99166037217,1408.27444816854,Maciej Starega,139,"3623,139"
Romania,Romania,0,02/18/2026,Milano Cortina,Italy,Ts,F,True,1.0,,"Gabriel Cojocaru,Ionut Alexandru Costea",2495.89355900812,1247.94677950406,2509.51357728491,1254.756788642455,2472.3662337821,1236.18311689105,2530.74862277567,1265.374311387835,2600.9897010200502,1300.4948505100251,2467.33300859458,1233.66650429729,2606.4523180443903,1303.2261590221951,2519.8571961776597,1259.9285980888299,2590.39210113203,1295.196050566015,1264.72384504976,1262.05982929046,1236.18311689105,1262.0409780545,1313.32818384336,1233.66650429729,1318.94044473648,1256.28574094597,1308.1372270366,Gabriel Cojocaru,16169,1231.16971395836,1247.45374799445,1236.18311689105,1268.70764472117,1287.66151717669,1233.66650429729,1287.51187330791,1263.57145523169,1282.25487409543,Ionut Alexandru Costea,18954,"16169,18954"
Slovakia,Slovakia,0,02/18/2026,Milano Cortina,Italy,Ts,F,True,1.0,,"Denis Tilesch,Michal Adamov",1220.04172859402,1220.04172859402,1215.405095959045,1215.405095959045,1236.18311689105,1236.18311689105,1237.069180954545,1237.069180954545,1236.60472624078,1236.60472624078,1250.61251488865,1250.61251488865,1250.36661332578,1250.36661332578,1257.65862339688,1257.65862339688,1243.03140081633,1243.03140081633,1220.04172859402,1215.405095959045,1236.18311689105,1237.069180954545,1236.60472624078,1250.61251488865,1250.36661332578,1257.65862339688,1243.03140081633,Denis Tilesch,12779,,,,,,,,,,Michal Adamov,,"12779,"
Slovenia,Slovenia,0,02/18/2026,Milano Cortina,Italy,Ts,F,True,1.0,,"Miha Simenc,Nejc Stern",2723.1655056277,1361.58275281385,2521.1445867247103,1260.5722933623551,2497.48333864412,1248.74166932206,2540.69431420316,1270.34715710158,2849.27756531223,1424.638782656115,2776.66126235721,1388.330631178605,2810.06911672813,1405.034558364065,2671.13301194688,1335.56650597344,2705.53748519674,1352.76874259837,1395.94568445042,1287.86897325083,1223.06926493432,1264.07364244305,1462.21443972176,1389.11218362385,1451.32089357878,1330.02857353006,1387.04891411704,Miha Simenc,2808,1327.21982117728,1233.27561347388,1274.4140737098,1276.62067176011,1387.06312559047,1387.54907873336,1358.74822314935,1341.10443841682,1318.4885710797,Nejc Stern,18932,"2808,18932"
Spain,Spain,0,02/18/2026,Milano Cortina,Italy,Ts,F,True,1.0,,"Jaume Pueyo,Marc Colell Pantebre",2786.91807999536,1393.45903999768,2489.825221574585,1244.9126107872926,2512.35731966012,1256.17865983006,2474.13836190909,1237.069180954545,2866.05617147774,1433.02808573887,2620.49528715459,1310.247643577295,2876.91815861552,1438.45907930776,2568.76599081482,1284.38299540741,2783.7683168382,1391.8841584191,1475.60299624234,1274.42012561554,1276.17420276907,1237.069180954545,1534.84635299049,1386.8287828573,1540.02658889824,1344.39569029492,1468.60071500981,Jaume Pueyo,12682,1311.31508375302,1215.405095959045,1236.18311689105,1237.069180954545,1331.20981848725,1233.66650429729,1336.89156971728,1224.3703005199,1315.16760182839,Marc Colell Pantebre,17552,"12682,17552"
Sweden,Sweden,0,02/18/2026,Milano Cortina,Italy,Ts,F,True,1.0,,"Edvin Anger,William Poromaa",3409.64626622798,1704.82313311399,3352.39009972482,1676.19504986241,3072.55364311143,1536.276821555715,3126.6913414415403,1563.3456707207702,3045.32483241472,1522.66241620736,2913.47760835944,1456.73880417972,2995.43182442085,1497.715912210425,3213.55048184118,1606.77524092059,3234.51465471348,1617.25732735674,1709.16430237913,1618.81430636554,1477.6733562316,1507.90560653384,1729.68960712063,1591.7355747946,1704.71556408901,1597.57302221226,1669.19512305279,Edvin Anger,14039,1700.48196384885,1733.57579335928,1594.88028687983,1618.7857349077,1315.63522529409,1321.74203356484,1290.71626033184,1615.97745962892,1565.31953166069,William Poromaa,12573,"14039,12573"
Switzerland,Switzerland,0,02/18/2026,Milano Cortina,Italy,Ts,F,True,1.0,,"Valerio Grond,Janik Riebli",3029.34677732574,1514.67338866287,2448.56675537709,1224.283377688545,2526.4704633356596,1263.2352316678298,2481.46822164316,1240.73411082158,3294.90380332716,1647.45190166358,2965.44778168397,1482.723890841985,3315.96903511662,1657.98451755831,2757.63714423171,1378.818572115855,3088.0484203158003,1544.0242101579001,1547.24202949702,1275.49786428484,1295.18323756142,1247.95354225317,1667.76889615108,1526.19638975354,1667.37421290968,1404.44575546582,1567.18079074097,Valerio Grond,12164,1482.10474782872,1173.06889109225,1231.28722577424,1233.51467938999,1627.13490717608,1439.25139193043,1648.59482220694,1353.19138876589,1520.86762957483,Janik Riebli,7725,"12164,7725"
USA,USA,0,02/18/2026,Milano Cortina,Italy,Ts,F,True,1.0,,"Ben Ogden,Gus Schumacher",3242.21121032457,1621.105605162285,3142.29415870305,1571.147079351525,2932.6956442209903,1466.3478221104951,2981.90532495874,1490.95266247937,3257.42940893336,1628.71470446668,2941.81690091273,1470.908450456365,3250.90755684983,1625.453778424915,3066.5698402954404,1533.2849201477202,3180.82872180031,1590.414360900155,1588.49038857772,1501.0678467682,1411.6853883289,1436.40353739407,1687.43774822793,1559.63872368179,1671.87166943154,1494.85204866011,1601.9362367419,Ben Ogden,9179,1653.72082174685,1641.22631193485,1521.01025589209,1545.50178756467,1569.99166070543,1382.17817723094,1579.03588741829,1571.71779163533,1578.89248505841,Gus Schumacher,9172,"9179,9172"
Ukraine,Ukraine,0,02/18/2026,Milano Cortina,Italy,Ts,F,True,1.0,,"Ruslan Denysenko,Andriy Dotsenko",2359.0173126784202,1179.5086563392101,2414.75233635016,1207.37616817508,2519.82385958854,1259.91192979427,2518.68468474647,1259.342342373235,2506.81583947107,1253.407919735535,2537.3887245206497,1268.6943622603249,2528.5352751352902,1264.2676375676451,2470.9626038797996,1235.4813019398998,2463.98356283248,1231.99178141624,1191.58649058144,1218.0677385085,1288.48108791102,1264.81875583228,1269.09161496133,1282.29969608088,1276.08330187934,1244.91016707518,1262.58016195204,Ruslan Denysenko,17447,1167.43082209698,1196.68459784166,1231.34277167752,1253.86592891419,1237.72422450974,1255.08902843977,1252.45197325595,1226.05243680462,1201.40340088044,Andriy Dotsenko,20563,"17447,20563"
