Elo,Individual_Elo,IndividualCompact_Elo,Sprint_Elo,MassStart_Elo,Pelo,Individual_Pelo,IndividualCompact_Pelo,Sprint_Pelo,MassStart_Pelo,Date,City,Country,Sex,Distance,RaceType,MassStart,Event,Place,Skier,Nation,ID,Season,Race,Birthday,Age,Exp,Leg
1327.3101912373515,,1315.0,,1313.0,1315.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,4,Alexa Brabec,USA,81,2026,2,2004-10-08T00:00:00.000000,21.16084873374401,2,0
1324.4049509579581,,1313.0,,1312.0,1313.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,5,Minja Korhonen,Finland,200,2026,2,2007-05-19T00:00:00.000000,18.55167693360712,2,0
1321.499749966155,,1311.0,,1311.0,1311.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,6,Yuna Kasai,Japan,161,2026,2,2004-02-04T00:00:00.000000,21.83709787816564,2,0
1318.5945820155584,,1309.0,,1310.0,1309.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,7,Heta Hirvonen,Finland,218,2026,2,2008-10-16T00:00:00.000000,17.138945927446954,2,0
1318.5471622514644,,1310.0,,1309.0,1310.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,8,Ingrid Låte,Norway,201,2026,2,2007-07-23T00:00:00.000000,18.373716632443532,2,0
1315.64200847629,,1308.0,,1308.0,1308.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,9,Yuzuki Kainuma,Japan,239,2026,2,2007-07-22T00:00:00.000000,18.376454483230663,2,0
1312.736878356922,,1306.0,,1307.0,1306.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,10,Jenny Nowak,Germany,25,2026,2,2002-08-20T00:00:00.000000,23.29637234770705,2,0
1312.689440851071,,1307.0,,1306.0,1307.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,11,Marte Leinan Lund,Norway,7,2026,2,2001-04-01T00:00:00.000000,24.68172484599589,2,0
1316.4523459412833,,1312.0,,1305.0,1312.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,12,Lisa Hirner,Austria,52,2026,2,2003-10-03T00:00:00.000000,22.17659137577002,2,0
1308.7843202105264,,1305.0,,1304.0,1305.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,13,Trine Göpfert,Germany,107,2026,2,2005-06-19T00:00:00.000000,20.465434633812457,2,0
1303.97411542717,,1301.0,,1303.0,1301.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,14,Annika Malacinski,USA,61,2026,2,2001-05-09T00:00:00.000000,24.577686516084874,2,0
1305.8317656282798,,1304.0,,1302.0,1304.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,15,Ronja Loh,Germany,171,2026,2,2005-04-21T00:00:00.000000,20.62696783025325,2,0
1294.3536762146382,,1293.0,,1301.0,1293.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,16,Annalena Slamik,Austria,41,2026,2,2003-03-23T00:00:00.000000,22.707734428473646,2,0
1295.2588054045616,,1295.0,,1300.0,1295.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,17,Léna Brocard,France,53,2026,2,2000-05-19T00:00:00.000000,25.54962354551677,2,0
1298.0690187395544,,1299.0,,1299.0,1299.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,18,Tara Geraghty-Moats,USA,58,2026,2,1993-04-12T00:00:00.000000,32.65160848733744,2,0
1295.163917489586,,1297.0,,1298.0,1297.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,19,Mille Marie Hagen,Norway,180,2026,2,2002-12-13T00:00:00.000000,22.981519507186857,2,0
1299.879213826342,,1303.0,,1297.0,1303.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,20,Masa Likozar Brankovic,Slovenia,243,2026,2,2009-04-13T00:00:00.000000,16.648870636550306,2,0
1294.1164690769558,,1298.0,,1296.0,1298.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,21,Teja Pavec,Slovenia,209,2026,2,2007-04-15T00:00:00.000000,18.64476386036961,2,0
1289.3062433394205,,1294.0,,1295.0,1294.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,22,Daniela Dejori,Italy,37,2026,2,2002-08-01T00:00:00.000000,23.34839151266256,2,0
1285.4485236544886,,1291.0,,1294.0,1291.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,23,Veronica Gianmoena,Italy,29,2026,2,1995-10-25T00:00:00.000000,30.116358658453112,2,0
1281.5907373052707,,1288.0,,1293.0,1288.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,24,Marion Droz Vincent,France,229,2026,2,2008-01-08T00:00:00.000000,17.911019849418206,2,0
1281.5433414649533,,1289.0,,1292.0,1289.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,25,Jonna Kil,Poland,68,2026,2,2000-07-09T00:00:00.000000,25.40999315537303,2,0
1291.021567261546,,1300.0,,1291.0,1300.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,26,Anna-Sophie Gredler,Austria,223,2026,2,2008-01-21T00:00:00.000000,17.87542778918549,2,0
1277.6381233946888,,1287.0,,1290.0,1287.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,27,Romane Baud,France,206,2026,2,2006-09-23T00:00:00.000000,19.203285420944557,2,0
1279.4959366543055,,1290.0,,1289.0,1290.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,28,Greta Pinzani,Italy,96,2026,2,2005-02-14T00:00:00.000000,20.807665982203968,2,0
1280.401103247203,,1292.0,,1288.0,1292.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,29,Nora Helene Evans,Norway,231,2026,2,2008-09-11T00:00:00.000000,17.234770704996578,2,0
1283.2113631934076,,1296.0,,1287.0,1296.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,30,Claudia Purker,Austria,177,2026,2,1999-01-15T00:00:00.000000,26.8911704312115,2,0
1270.7802153617972,,1284.0,,1286.0,1284.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,31,Jolana Hradilova,Czechia,87,2026,2,2004-06-29T00:00:00.000000,21.437371663244353,2,0
1271.6854989532803,,1286.0,,1285.0,1286.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,32,Hanna Midtsundstad,Norway,3,2026,2,1999-09-22T00:00:00.000000,26.206707734428473,2,0
1269.7328632018127,,1285.0,,1284.0,1285.0,,1300.0,,1300.0,2025-12-06,Trondheim,Norway,L,5,Mass Start,1,World Cup,33,Ingrid Græsli,Norway,248,2026,2,2009-09-04T00:00:00.000000,16.254620123203285,2,0
1318.5945820155584,,1300.0,,1310.0,1318.5945820155584,,1300.0,,1310.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Heta Hirvonen,Finland,218,2026,0,2008-10-16T00:00:00.000000,17.138945927446954,2,0
1281.5907373052707,,1300.0,,1293.0,1281.5907373052707,,1300.0,,1293.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Marion Droz Vincent,France,229,2026,0,2008-01-08T00:00:00.000000,17.911019849418206,2,0
1299.879213826342,,1300.0,,1297.0,1299.879213826342,,1300.0,,1297.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Masa Likozar Brankovic,Slovenia,243,2026,0,2009-04-13T00:00:00.000000,16.648870636550306,2,0
1316.4523459412833,,1300.0,,1305.0,1316.4523459412833,,1300.0,,1305.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Lisa Hirner,Austria,52,2026,0,2003-10-03T00:00:00.000000,22.17659137577002,2,0
1283.0,,1283.0,,,1283.0,,1283.0,,,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Tereza Koldovska,Czechia,89,2026,0,2004-10-19T00:00:00.000000,21.127994524298426,1,0
1295.163917489586,,1300.0,,1298.0,1295.163917489586,,1300.0,,1298.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Mille Marie Hagen,Norway,180,2026,0,2002-12-13T00:00:00.000000,22.981519507186857,2,0
1329.2628280591025,,1300.0,,1314.0,1329.2628280591025,,1300.0,,1314.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Nathalie Armbruster,Germany,168,2026,0,2006-01-02T00:00:00.000000,19.926078028747433,2,0
1303.97411542717,,1300.0,,1303.0,1303.97411542717,,1300.0,,1303.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Annika Malacinski,USA,61,2026,0,2001-05-09T00:00:00.000000,24.577686516084874,2,0
1327.3101912373515,,1300.0,,1313.0,1327.3101912373515,,1300.0,,1313.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Alexa Brabec,USA,81,2026,0,2004-10-08T00:00:00.000000,21.16084873374401,2,0
1269.7328632018127,,1300.0,,1284.0,1269.7328632018127,,1300.0,,1284.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Ingrid Græsli,Norway,248,2026,0,2009-09-04T00:00:00.000000,16.254620123203285,2,0
1302.0,,1302.0,,,1302.0,,1302.0,,,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Tia Malovrh,Slovenia,221,2026,0,2008-07-16T00:00:00.000000,17.388090349075974,1,0
1281.5433414649533,,1300.0,,1292.0,1281.5433414649533,,1300.0,,1292.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Jonna Kil,Poland,68,2026,0,2000-07-09T00:00:00.000000,25.40999315537303,2,0
1291.021567261546,,1300.0,,1291.0,1291.021567261546,,1300.0,,1291.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Anna-Sophie Gredler,Austria,223,2026,0,2008-01-21T00:00:00.000000,17.87542778918549,2,0
1305.8317656282798,,1300.0,,1302.0,1305.8317656282798,,1300.0,,1302.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Ronja Loh,Germany,171,2026,0,2005-04-21T00:00:00.000000,20.62696783025325,2,0
1329.3575657966924,,1300.0,,1316.0,1329.3575657966924,,1300.0,,1316.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Katharina Gruber,Austria,219,2026,0,2008-08-26T00:00:00.000000,17.27857631759069,2,0
1270.7802153617972,,1300.0,,1286.0,1270.7802153617972,,1300.0,,1286.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Jolana Hradilova,Czechia,87,2026,0,2004-06-29T00:00:00.000000,21.437371663244353,2,0
1289.3062433394205,,1300.0,,1295.0,1289.3062433394205,,1300.0,,1295.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Daniela Dejori,Italy,37,2026,0,2002-08-01T00:00:00.000000,23.34839151266256,2,0
1318.5471622514644,,1300.0,,1309.0,1318.5471622514644,,1300.0,,1309.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Ingrid Låte,Norway,201,2026,0,2007-07-23T00:00:00.000000,18.373716632443532,2,0
1308.7843202105264,,1300.0,,1304.0,1308.7843202105264,,1300.0,,1304.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Trine Göpfert,Germany,107,2026,0,2005-06-19T00:00:00.000000,20.465434633812457,2,0
1312.689440851071,,1300.0,,1306.0,1312.689440851071,,1300.0,,1306.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Marte Leinan Lund,Norway,7,2026,0,2001-04-01T00:00:00.000000,24.68172484599589,2,0
1283.2113631934076,,1300.0,,1287.0,1283.2113631934076,,1300.0,,1287.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Claudia Purker,Austria,177,2026,0,1999-01-15T00:00:00.000000,26.8911704312115,2,0
1279.4959366543055,,1300.0,,1289.0,1279.4959366543055,,1300.0,,1289.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Greta Pinzani,Italy,96,2026,0,2005-02-14T00:00:00.000000,20.807665982203968,2,0
1321.499749966155,,1300.0,,1311.0,1321.499749966155,,1300.0,,1311.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Yuna Kasai,Japan,161,2026,0,2004-02-04T00:00:00.000000,21.83709787816564,2,0
1277.6381233946888,,1300.0,,1290.0,1277.6381233946888,,1300.0,,1290.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Romane Baud,France,206,2026,0,2006-09-23T00:00:00.000000,19.203285420944557,2,0
1294.1164690769558,,1300.0,,1296.0,1294.1164690769558,,1300.0,,1296.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Teja Pavec,Slovenia,209,2026,0,2007-04-15T00:00:00.000000,18.64476386036961,2,0
1280.401103247203,,1300.0,,1288.0,1280.401103247203,,1300.0,,1288.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Nora Helene Evans,Norway,231,2026,0,2008-09-11T00:00:00.000000,17.234770704996578,2,0
1271.6854989532803,,1300.0,,1285.0,1271.6854989532803,,1300.0,,1285.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Hanna Midtsundstad,Norway,3,2026,0,1999-09-22T00:00:00.000000,26.206707734428473,2,0
1312.736878356922,,1300.0,,1307.0,1312.736878356922,,1300.0,,1307.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Jenny Nowak,Germany,25,2026,0,2002-08-20T00:00:00.000000,23.29637234770705,2,0
1298.0690187395544,,1300.0,,1299.0,1298.0690187395544,,1300.0,,1299.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Tara Geraghty-Moats,USA,58,2026,0,1993-04-12T00:00:00.000000,32.65160848733744,2,0
1285.4485236544886,,1300.0,,1294.0,1285.4485236544886,,1300.0,,1294.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Veronica Gianmoena,Italy,29,2026,0,1995-10-25T00:00:00.000000,30.116358658453112,2,0
1331.2154770403629,,1300.0,,1315.0,1331.2154770403629,,1300.0,,1315.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Ida Marie Hagen,Norway,60,2026,0,2000-08-18T00:00:00.000000,25.300479123887747,2,0
1294.3536762146382,,1300.0,,1301.0,1294.3536762146382,,1300.0,,1301.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Annalena Slamik,Austria,41,2026,0,2003-03-23T00:00:00.000000,22.707734428473646,2,0
1315.64200847629,,1300.0,,1308.0,1315.64200847629,,1300.0,,1308.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Yuzuki Kainuma,Japan,239,2026,0,2007-07-22T00:00:00.000000,18.376454483230663,2,0
1324.4049509579581,,1300.0,,1312.0,1324.4049509579581,,1300.0,,1312.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Minja Korhonen,Finland,200,2026,0,2007-05-19T00:00:00.000000,18.55167693360712,2,0
1295.2588054045616,,1300.0,,1300.0,1295.2588054045616,,1300.0,,1300.0,2026-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Léna Brocard,France,53,2026,0,2000-05-19T00:00:00.000000,25.54962354551677,2,0
