"Team_Name","Nation","Team_Rank","Race_Date","City","Country","Race_Type","Distance","Is_Present","Race1_Prob","Team_Points","TeamMembers","Total_Elo","Avg_Elo","Total_Individual_Elo","Avg_Individual_Elo","Total_Sprint_Elo","Avg_Sprint_Elo","Total_Pursuit_Elo","Avg_Pursuit_Elo","Total_MassStart_Elo","Avg_MassStart_Elo","Member_1_Elo","Member_1_Individual_Elo","Member_1_Sprint_Elo","Member_1_Pursuit_Elo","Member_1_MassStart_Elo","Member_1","Member_1_ID","Member_2_Elo","Member_2_Individual_Elo","Member_2_Sprint_Elo","Member_2_Pursuit_Elo","Member_2_MassStart_Elo","Member_2","Member_2_ID","Member_3_Elo","Member_3_Individual_Elo","Member_3_Sprint_Elo","Member_3_Pursuit_Elo","Member_3_MassStart_Elo","Member_3","Member_3_ID","Member_4_Elo","Member_4_Individual_Elo","Member_4_Sprint_Elo","Member_4_Pursuit_Elo","Member_4_MassStart_Elo","Member_4","Member_4_ID","MemberIDs"
"Latvia","Latvia",0,"02/08/2026","Antholz-Anterselva","Italy","Relay",NA,"True",1,NA,"Baiba Bendika,Estere Volfa,Sanita Bulina,Annija Sabule",4935.27356269055,1233.81839067264,4935.89057597036,1233.97264399259,4968.19772280216,1242.04943070054,4974.78855234472,1243.69713808618,5089.56077708334,1272.39019427083,1362.55278032334,1332.81866425774,1374.02935739718,1191.90004131653,1237.09970386377,"Baiba Bendika",531,1339.21981904755,1368.00677980215,1300.28880312691,1291.88241742617,1297.33441606341,"Estere Volfa",2865,1164.96790580918,1144.39417700882,1203.94070949715,1218.0556567465,1280.34788766103,"Sanita Bulina",2459,1068.53305751047,1090.67095490165,1089.93885278092,1272.95043685552,1274.77876949513,"Annija Sabule",1597,"531,2865,2459,1597"
"Lithuania","Lithuania",0,"02/08/2026","Antholz-Anterselva","Italy","Relay",NA,"True",1,NA,"Sara Urumova,Judita Traubaite,Lidiia Zhurauskaite,Natalja Kocergina",4457.19743628984,1114.29935907246,4417.59406233926,1104.39851558481,4500.03272961314,1125.00818240329,4852.87560214573,1213.21890053643,5147.87652149115,1286.96913037279,1219.89493284462,1053.69990707812,1210.82402894345,1279.11303308961,1293.86052440667,"Sara Urumova",2446,1147.54872298481,1181.6014237893,1133.94085709722,1230.97913482136,1295.42178102044,"Judita Traubaite",2954,1123.17332942582,1152.02741822654,1155.94113160727,1185.15529682305,1294.46992818643,"Lidiia Zhurauskaite",3097,966.580451034596,1030.2653132453,999.326711965198,1157.62813741171,1264.1242878776,"Natalja Kocergina",906,"2446,2954,3097,906"
"Norway","Norway",0,"02/08/2026","Antholz-Anterselva","Italy","Relay",NA,"True",1,NA,"Maren Kirkeeide,Karoline Offigstad Knotten,Marthe Kråkstad Johansen,Ingrid Landmark Tandrevold",6326.52340434922,1581.6308510873,5977.09196608082,1494.27299152021,6135.57367539463,1533.89341884866,5679.67431053916,1419.91857763479,5290.14891648362,1322.5372291209,1774.57366418218,1520.545372766,1696.11403510008,1484.37967395851,1345.03613791827,"Maren Kirkeeide",2898,1553.18042505488,1509.44936226262,1543.03798984799,1405.6622434887,1312.00803045483,"Karoline Offigstad Knotten",1275,1543.50358144434,1396.62747069198,1468.3463899375,1383.18448224516,1312.72261262782,"Marthe Kråkstad Johansen",1802,1455.26573366782,1550.46976036022,1428.07526050907,1406.44791084678,1320.3821354827,"Ingrid Landmark Tandrevold",1553,"2898,1275,1802,1553"
"Poland","Poland",0,"02/08/2026","Antholz-Anterselva","Italy","Relay",NA,"True",1,NA,"Natalia Sidorowicz,Kamila Zuk,Joanna Jakiela,Anna Maka",5493.50914674189,1373.37728668547,5475.07794718906,1368.76948679726,5403.02464596535,1350.75616149134,4990.47813399494,1247.61953349874,5094.81885558552,1273.70471389638,1423.61576853789,1514.11928684812,1383.21309298603,1252.08861095416,1251.20662918165,"Natalia Sidorowicz",2951,1415.07438813184,1342.17212762383,1379.43987805883,1241.48270745249,1263.84993225016,"Kamila Zuk",1554,1387.01667744464,1211.80456646255,1423.03884282926,1309.37983522909,1291.15806145002,"Joanna Jakiela",1612,1267.80231262752,1406.98196625455,1217.33283209123,1187.5269803592,1288.6042327037,"Anna Maka",941,"2951,1554,1612,941"
"Slovakia","Slovakia",0,"02/08/2026","Antholz-Anterselva","Italy","Relay",NA,"True",1,NA,"Paulina Batovska Fialkova,Anastasiya Kuzmina,Ema Kapustova,Maria Remenova",5489.41901061786,1372.35475265447,5262.01488620993,1315.50372155248,5479.44043323404,1369.86010830851,5128.70983253797,1282.17745813449,5200.74815017944,1300.18703754486,1573.63528568635,1406.8193095786,1552.15406304158,1370.41527752941,1298.26138549315,"Paulina Batovska Fialkova",947,1356.24422131336,1255.117975134,1436.34776137794,1300.25270828578,1345.22764608004,"Anastasiya Kuzmina",12,1291.64730380453,1296.39975487345,1269.63647101979,1253.189274281,1296.43205927204,"Ema Kapustova",2575,1267.89219981363,1303.67784662387,1221.30213779473,1204.85257244178,1260.82705933421,"Maria Remenova",2249,"947,12,2575,2249"
"Slovenia","Slovenia",0,"02/08/2026","Antholz-Anterselva","Italy","Relay",NA,"True",1,NA,"Polona Klemencic,Lena Repinc,Anamarija Lampic,Manca Caserman",5540.40182504949,1385.10045626237,5439.62323167488,1359.90580791872,5606.7014107316,1401.6753526829,5011.87245009982,1252.96811252496,5176.44471775041,1294.1111794376,1526.39958745265,1455.12731732377,1532.01565148474,1276.69401473613,1282.77951905596,"Polona Klemencic",1606,1383.5410610562,1379.0537271017,1402.00922136543,1192.16714711396,1300,"Lena Repinc",2555,1362.47324050708,1311.55060758312,1409.14149801253,1263.89825516013,1293.66519869445,"Anamarija Lampic",2354,1267.98793603356,1293.8915796663,1263.53503986889,1279.11303308961,1300,"Manca Caserman",3028,"1606,2555,2354,3028"
"Sweden","Sweden",0,"02/08/2026","Antholz-Anterselva","Italy","Relay",NA,"True",1,NA,"Hanna Öberg,Elvira Öberg,Anna Magnusson,Linn Gestblom",6806.36314590258,1701.59078647564,6338.79344834005,1584.69836208501,6507.10457835531,1626.77614458883,6094.50223715658,1523.62555928914,5317.64703203703,1329.41175800926,1771.62853646595,1599.33372145694,1658.9898744831,1564.81672926559,1365.23416456815,"Hanna Öberg",1384,1766.4550524711,1613.28722189937,1668.54453018497,1598.87415465726,1344.10238105627,"Elvira Öberg",2266,1732.60595108582,1615.15795359163,1635.19035278283,1508.02347657481,1296.73805261995,"Anna Magnusson",1305,1535.6736058797,1511.0145513921,1544.37982090442,1422.78787665892,1311.57243379265,"Linn Gestblom",1301,"1384,2266,1305,1301"
"Switzerland","Switzerland",0,"02/08/2026","Antholz-Anterselva","Italy","Relay",NA,"True",1,NA,"Amy Baserga,Lea Meier,Lena Häcki-Gross,Aita Gasparin",6002.06048394811,1500.51512098703,6073.4905635028,1518.3726408757,5729.5896390907,1432.39740977268,5283.55992928218,1320.88998232055,5186.76309777236,1296.69077444309,1628.0095339086,1594.68752953084,1534.26379935412,1396.24378988731,1343.86921080365,"Amy Baserga",2261,1504.44558982031,1430.20046201193,1426.72502466221,1278.11259340726,1297.73245445682,"Lea Meier",2505,1466.41121349711,1559.80903265882,1440.88235905568,1304.87183641717,1273.42732757916,"Lena Häcki-Gross",1238,1403.19414672208,1488.79353930121,1327.71845601868,1304.33170957044,1271.73410493272,"Aita Gasparin",1003,"2261,2505,1238,1003"
"USA","USA",0,"02/08/2026","Antholz-Anterselva","Italy","Relay",NA,"True",1,NA,"Deedra Irwin,Margie Freed,Joanne Reid,Lucinda Anderson",5277.01685643506,1319.25421410877,5215.79337552321,1303.9483438808,5251.39374680997,1312.84843670249,4869.94903954314,1217.48725988578,5189.94289515466,1297.48572378866,1492.46051813558,1430.2025784481,1425.85932658795,1265.60219672355,1305.66564639994,"Deedra Irwin",2437,1316.45063611421,1290.44040720231,1353.97914367233,1143.33567737969,1297.53757495825,"Margie Freed",3044,1236.5309409508,1250.72023966557,1237.35551734361,1196.02365795952,1306.39178613543,"Joanne Reid",1754,1231.57476123447,1244.43015020723,1234.19975920608,1264.98750748037,1280.34788766103,"Lucinda Anderson",3247,"2437,3044,1754,3247"
"Ukraine","Ukraine",0,"02/08/2026","Antholz-Anterselva","Italy","Relay",NA,"True",1,NA,"Khrystyna Dmytrenko,Yuliia Dzhima,Anastasiya Merkushyna,Olena Horodna",5339.81487840187,1334.95371960047,5484.31558158299,1371.07889539575,5292.41867291805,1323.10466822951,5204.98347311548,1301.24586827887,5075.54985609732,1268.88746402433,1459.45748494692,1466.8260673987,1424.34395612319,1296.76833498773,1265.59321054418,"Khrystyna Dmytrenko",1589,1385.53496913046,1452.61406863855,1359.73180882991,1385.41988366152,1253.64573001002,"Yuliia Dzhima",505,1268.98292659034,1319.02269113381,1269.18345856305,1263.56050573422,1268.68050127973,"Anastasiya Merkushyna",1289,1225.83949773416,1245.85275441193,1239.1594494019,1259.234748732,1287.63041426338,"Olena Horodna",2735,"1589,505,1289,2735"
