FIS_Name,Skier,ID,Nation,In_FIS_List,Config_Nation,In_Config,Price,Elo,Distance_Elo,Distance_C_Elo,Distance_F_Elo,Sprint_Elo,Sprint_C_Elo,Sprint_F_Elo,Classic_Elo,Freestyle_Elo,Base_Quota,Is_Host_Nation,Quota,Race1_Prob,Race2_Prob,Race3_Prob
Ekaterina Blynskaya,Ekaterina Blynskaya,-207921.0,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1,False,1,0.0,,
Ulyana Soltanova,Ulyana Soltanova,-207750.0,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1278.7573138550372,1300.0,1300.0,1300.0,1,False,1,0.0,,
Kseniya Kurakina,Kseniya Kurakina,-209583.0,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1278.7573138550372,1300.0,1300.0,1300.0,1,False,1,0.0,,
Anastasiya Shestakova,Anastasiya Shestakova,-209765.0,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1278.7573138550372,1300.0,1300.0,1300.0,1,False,1,0.0,,
Veronika Talyzina,Veronika Talyzina,-209184.0,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1278.7573138550372,1300.0,1300.0,1300.0,1,False,1,0.0,,
Varvara Golubeva,Varvara Golubeva,-209183.0,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1272.8831709271526,1278.7573138550372,1274.399893890754,1300.0,1300.0,1,False,1,0.0,,
Mariya Markovskaya,Mariya Markovskaya,-209059.0,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1,False,1,0.0,,
Kira Shuldyakova,Kira Shuldyakova,-209793.0,Russia,False,False,False,0,1300.0,1300.0,1300.0,1277.1033644934669,1300.0,1278.7573138550372,1300.0,1300.0,1300.0,1,False,1,0.0,,
Elizaveta Sevostyanova,Elizaveta Sevostyanova,-209179.0,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.399893890754,1300.0,1300.0,1,False,1,0.0,,
Sofiya Zimoroeva,Sofiya Zimoroeva,-209055.0,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.399893890754,1300.0,1300.0,1,False,1,0.0,,
Irmina Makarova,Irmina Makarova,-207815.0,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1278.7573138550372,1300.0,1300.0,1300.0,1,False,1,0.0,,
Varvara Belkova,Varvara Belkova,-206222.0,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1,False,1,0.0,,
Anastasiya Pomazunovskaya,Anastasiya Pomazunovskaya,-209621.0,Russia,False,False,False,0,1300.0,1300.0,1300.0,1277.1033644934669,1300.0,1300.0,1274.399893890754,1300.0,1265.4266579855885,1,False,1,0.0,,
Polina Von,Polina Von,-207703.0,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1,False,1,0.0,,
Albina Absatarova,Albina Absatarova,-206330.0,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1272.8831709271526,1278.7573138550372,1274.399893890754,1300.0,1300.0,1,False,1,0.0,,
Darya Gasheva,Darya Gasheva,-207294.0,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1,False,1,0.0,,
Valeriya Silina,Valeriya Silina,-206690.0,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1,False,1,0.0,,
Svetlana Kuzmenko,Svetlana Kuzmenko,-209215.0,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.399893890754,1300.0,1300.0,1,False,1,0.0,,
Milana Trapeznikova,Milana Trapeznikova,-207673.0,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.399893890754,1300.0,1300.0,1,False,1,0.0,,
Elina Androsova,Elina Androsova,-207967.0,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1278.7573138550372,1300.0,1300.0,1300.0,1,False,1,0.0,,
Nivi Geisler,Nivi Geisler,12249.0,Greenland,False,False,False,0,1300.0,1300.0,1300.0,1277.1033644934669,1272.8831709271526,1278.7573138550372,1274.399893890754,1300.0,1265.4266579855885,2,False,2,0.0,,
Arnatsiaq Rosing Heilmann,Arnatsiaq Rosing Heilmann,12250.0,Greenland,False,False,False,0,1300.0,1300.0,1300.0,1277.1033644934669,1272.8831709271526,1278.7573138550372,1274.399893890754,1300.0,1265.4266579855885,2,False,2,0.0,,
Ajaaja Sandgreen,Ajaaja Sandgreen,12251.0,Greenland,False,False,False,0,1300.0,1300.0,1300.0,1277.1033644934669,1272.8831709271526,1278.7573138550372,1274.399893890754,1300.0,1265.4266579855885,2,False,2,0.0,,
Danielle Bridle,Danielle Bridle,11661.0,Canada,False,False,False,0,1300.0,1300.0,1300.0,1277.1033644934669,1272.8831709271526,1278.7573138550372,1274.399893890754,1300.0,1265.4266579855885,5,False,5,0.0,,
Varvara Belousova,Varvara Belousova,-209368.0,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1,False,1,,,
Valeriya Yarkieva,Valeriya Yarkieva,-210330.0,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1,False,1,,,
Alina Galkina,Alina Galkina,-210367.0,Russia,False,False,False,0,1300.0,1300.0,1277.5212008048984,1300.0,1300.0,1278.7573138550372,1300.0,1269.949502864965,1300.0,1,False,1,,,
Klara Yngvesson,Klara Yngvesson,12512.0,Sweden,False,True,False,0,1300.0,1300.0,1300.0,1277.1033644934669,1272.8831709271526,1278.7573138550372,1274.399893890754,1300.0,1265.4266579855885,6,False,6,,0.0,0.0
Kseniya Karaskina,Kseniya Karaskina,-209693.0,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1278.7573138550372,1300.0,1300.0,1300.0,1,False,1,,,
Eline Henny Hansen,Eline Henny Hansen,12253.0,Norway,False,True,False,0,1300.0,1300.0,1300.0,1277.1033644934669,1272.8831709271526,1278.7573138550372,1274.399893890754,1300.0,1265.4266579855885,6,False,6,,0.0,0.0
Gro Thomassen,Gro Thomassen,12252.0,Norway,False,True,False,0,1300.0,1300.0,1300.0,1277.1033644934669,1272.8831709271526,1278.7573138550372,1274.399893890754,1300.0,1265.4266579855885,6,False,6,,0.0,0.0
Lone Johanne Nilssen,Lone Johanne Nilssen,12258.0,Norway,False,True,False,0,1300.0,1300.0,1300.0,1277.1033644934669,1272.8831709271526,1278.7573138550372,1274.399893890754,1300.0,1265.4266579855885,6,False,6,,0.0,0.0
Sofya Larkina,Sofya Larkina,-210386.0,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1274.399893890754,1300.0,1300.0,1,False,1,,,
Elizaveta Polyakova,Elizaveta Polyakova,-207053.0,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1278.7573138550372,1300.0,1300.0,1300.0,1,False,1,,,
Darya Yakovenko,Darya Yakovenko,-210158.0,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1278.7573138550372,1300.0,1300.0,1300.0,1,False,1,,,
Chloe Holmqvist Hansson,Chloe Holmqvist Hansson,12247.0,Sweden,False,True,False,0,1300.0,1300.0,1300.0,1277.1033644934669,1272.8831709271526,1278.7573138550372,1274.399893890754,1300.0,1265.4266579855885,6,False,6,,0.0,0.0
Anastasiya Lyulina,Anastasiya Lyulina,-209620.0,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1,False,1,,,
Valeriya Konovalova,Valeriya Konovalova,-210321.0,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1300.0,1278.7573138550372,1300.0,1300.0,1300.0,1,False,1,,,
Liana Gabsatarova,Liana Gabsatarova,-210062.0,Russia,False,False,False,0,1300.0,1300.0,1300.0,1300.0,1272.8831709271526,1278.7573138550372,1274.399893890754,1300.0,1300.0,1,False,1,,,
Virginia Cena,Virginia Cena,11396.0,Italy,False,True,False,0,1299.997365285853,1274.8156918722234,1279.2980169313155,1295.086076463189,1295.0415587083369,1291.3285259195927,1290.3934885798833,1281.72570297475,1297.674369750643,6,False,6,,0.0,0.0
Alyona Plechyova,Alyona Plechyova,-206342.0,Russia,False,False,False,0,1299.9339145562203,1288.2369845112376,1304.5141663716454,1291.6628085532775,1300.1238660869103,1296.9755331666877,1300.8347395849785,1304.289895085222,1292.1003282456727,1,False,1,0.0,,
Emily Stitt,Emily Stitt,12256.0,USA,False,False,False,0,1299.9157252577445,1300.424005580223,1277.5212008048984,1300.8448188531618,1272.8831709271526,1278.7573138550372,1274.399893890754,1269.949502864965,1300.1453520186776,7,True,12,0.0,,
Mariya Buldakova,Mariya Buldakova,-207277.0,Russia,False,False,False,0,1299.8802283849047,1300.2507899723653,1300.485765640728,1299.667792254079,1299.4713348040796,1300.0,1298.912009625709,1300.4402393298003,1299.1838959737927,1,False,1,0.0,,
Mariya Tulyakova,Mariya Tulyakova,-210387.0,Russia,False,False,False,0,1299.8802283849047,1300.2507899723653,1300.485765640728,1299.667792254079,1299.4713348040796,1300.0,1298.912009625709,1300.4402393298003,1299.1838959737927,1,False,1,,,
Darya Melnichuk,Darya Melnichuk,-209053.0,Russia,False,False,False,0,1299.746417916603,1299.2462626339843,1300.0,1299.193870044725,1300.4615199496616,1300.5192388430978,1300.0,1300.5042084142194,1298.9713711812392,1,False,1,0.0,,
Ekaterina Vyatkina,Ekaterina Vyatkina,-207969.0,Russia,False,False,False,0,1299.746417916603,1299.2462626339843,1300.0,1299.193870044725,1300.4615199496616,1300.5192388430978,1300.0,1300.5042084142194,1298.9713711812392,1,False,1,0.0,,
Sofiya Bazhina,Sofiya Bazhina,-207721.0,Russia,False,False,False,0,1299.746417916603,1299.2462626339843,1300.0,1299.193870044725,1300.4615199496616,1300.5192388430978,1300.0,1300.5042084142194,1298.9713711812392,1,False,1,0.0,,
Sofya Sheveleva,Sofya Sheveleva,-209191.0,Russia,False,False,False,0,1299.746417916603,1299.2462626339843,1300.0,1299.193870044725,1300.4615199496616,1300.5192388430978,1300.0,1300.5042084142194,1298.9713711812392,1,False,1,0.0,,
Mariya Kostareva,Mariya Kostareva,-207608.0,Russia,False,False,False,0,1299.5112412619023,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1299.4881246210025,1,False,1,0.0,,
Irina Samoylova,Irina Samoylova,-209134.0,Russia,False,False,False,0,1299.501125761272,1299.4579129333458,1299.3632787726865,1300.0,1300.0,1300.0,1300.0,1299.4505465896216,1300.0,1,False,1,0.0,,
Alina Oglodkova,Alina Oglodkova,-207844.0,Russia,False,False,False,0,1299.501125761272,1299.4579129333458,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1,False,1,0.0,,
Liana Khazhieva,Liana Khazhieva,-207665.0,Russia,False,False,False,0,1299.501125761272,1299.4579129333458,1299.3632787726865,1300.0,1300.0,1300.0,1300.0,1299.4505465896216,1300.0,1,False,1,0.0,,
Yana Karmazina,Yana Karmazina,-209742.0,Russia,False,False,False,0,1299.501125761272,1299.4579129333458,1299.3632787726865,1300.0,1300.0,1300.0,1300.0,1299.4505465896216,1300.0,1,False,1,0.0,,
Anna Volkova,Anna Volkova,-207666.0,Russia,False,False,False,0,1299.501125761272,1299.4579129333458,1299.3632787726865,1300.0,1300.0,1300.0,1300.0,1299.4505465896216,1300.0,1,False,1,0.0,,
Veronika Ryzhenkova,Veronika Ryzhenkova,-207940.0,Russia,False,False,False,0,1299.501125761272,1299.4579129333458,1299.3632787726865,1300.0,1300.0,1300.0,1300.0,1299.4505465896216,1300.0,1,False,1,0.0,,
Polina Tarasova,Polina Tarasova,-209511.0,Russia,False,False,False,0,1299.501125761272,1299.4579129333458,1299.3632787726865,1300.0,1300.0,1300.0,1300.0,1299.4505465896216,1300.0,1,False,1,0.0,,
Sofya Reshetnikova,Sofya Reshetnikova,-208082.0,Russia,False,False,False,0,1299.501125761272,1299.4579129333458,1299.3632787726865,1300.0,1300.0,1300.0,1300.0,1299.4505465896216,1300.0,1,False,1,0.0,,
Alena Kvaternyuk,Alena Kvaternyuk,-209177.0,Russia,False,False,False,0,1299.501125761272,1299.4579129333458,1299.3632787726865,1300.0,1300.0,1278.7573138550372,1300.0,1299.4505465896216,1300.0,1,False,1,0.0,,
Karina Iznaurova,Karina Iznaurova,-209155.0,Russia,False,False,False,0,1299.501125761272,1299.4579129333458,1300.0,1300.0,1300.0,1278.7573138550372,1300.0,1300.0,1300.0,1,False,1,0.0,,
Anna Batukhtina,Anna Batukhtina,-210279.0,Russia,False,False,False,0,1299.501125761272,1299.4579129333458,1300.0,1300.0,1272.8831709271526,1278.7573138550372,1274.399893890754,1300.0,1300.0,1,False,1,0.0,,
Tatyana Laryushkina,Tatyana Laryushkina,-210388.0,Russia,False,False,False,0,1299.501125761272,1299.4579129333458,1300.0,1300.0,1300.0,1278.7573138550372,1300.0,1300.0,1300.0,1,False,1,0.0,,
Kseniya Pronina,Kseniya Pronina,-210362.0,Russia,False,False,False,0,1299.501125761272,1299.4579129333458,1299.3632787726865,1300.0,1300.0,1278.7573138550372,1300.0,1299.4505465896216,1300.0,1,False,1,0.0,,
Karina Yurenkova,Karina Yurenkova,-207462.0,Russia,False,False,False,0,1299.406750258949,1299.6868113837172,1299.7763453821071,1300.0,1299.5506345834676,1300.0,1299.0752081818528,1299.781961552023,1299.591492734627,1,False,1,0.0,,
Linda Ros Hannesdottir,Linda Ros Hannesdottir,7431.0,Iceland,False,False,False,0,1299.405413684086,1299.9797486730745,1299.9858725525212,1277.1033644934669,1272.8831709271526,1278.7573138550372,1274.399893890754,1299.900323185955,1265.4266579855885,2,False,2,0.0,,
Sofya Kuznetsova,Sofya Kuznetsova,-207540.0,Russia,False,False,False,0,1299.3937116881646,1299.303986629681,1277.5212008048984,1299.3001485906875,1272.8831709271526,1278.7573138550372,1274.399893890754,1269.949502864965,1299.2465004563,1,False,1,0.0,,
Elizaveta Golubkova,Elizaveta Golubkova,-207952.0,Russia,False,False,False,0,1299.349450088836,1299.2976708361311,1299.3176296115207,1300.0,1300.0,1300.0,1300.0,1299.419373682291,1300.0,1,False,1,0.0,,
Irina Palenova,Irina Palenova,-207722.0,Russia,False,False,False,0,1299.311170275485,1299.309749915548,1300.0,1299.3319275265744,1300.0,1300.0,1300.0,1300.0,1299.096069772716,1,False,1,0.0,,
Alesya Staroverova,Alesya Staroverova,-207338.0,Russia,False,False,False,0,1299.311170275485,1299.309749915548,1300.0,1299.3319275265744,1300.0,1300.0,1300.0,1300.0,1299.096069772716,1,False,1,0.0,,
Olga Donchenko,Olga Donchenko,-209696.0,Russia,False,False,False,0,1299.311170275485,1299.309749915548,1300.0,1299.3319275265744,1300.0,1300.0,1300.0,1300.0,1299.096069772716,1,False,1,0.0,,
Sofya Osedak,Sofya Osedak,-207957.0,Russia,False,False,False,0,1299.311170275485,1299.309749915548,1300.0,1299.3319275265744,1300.0,1300.0,1300.0,1300.0,1299.096069772716,1,False,1,0.0,,
Irina Konkova,Irina Konkova,-207652.0,Russia,False,False,False,0,1299.311170275485,1299.309749915548,1300.0,1299.3319275265744,1300.0,1300.0,1300.0,1300.0,1299.096069772716,1,False,1,0.0,,
Adelina Korolyova,Adelina Korolyova,-209829.0,Russia,False,False,False,0,1299.311170275485,1299.309749915548,1300.0,1299.3319275265744,1300.0,1300.0,1300.0,1300.0,1299.096069772716,1,False,1,0.0,,
Viktoriya Shilova,Viktoriya Shilova,-207101.0,Russia,False,False,False,0,1299.311170275485,1299.309749915548,1300.0,1299.3319275265744,1300.0,1300.0,1300.0,1300.0,1299.096069772716,1,False,1,0.0,,
Veronika Nefyodova,Veronika Nefyodova,-210099.0,Russia,False,False,False,0,1299.311170275485,1299.309749915548,1300.0,1299.3319275265744,1272.8831709271526,1278.7573138550372,1274.399893890754,1300.0,1299.096069772716,1,False,1,0.0,,
Aleksandra Zavyalova,Aleksandra Zavyalova,-209558.0,Russia,False,False,False,0,1299.311170275485,1299.309749915548,1300.0,1299.3319275265744,1300.0,1300.0,1300.0,1300.0,1299.096069772716,1,False,1,0.0,,
Darya Drapalyuk,Darya Drapalyuk,-207455.0,Russia,False,False,False,0,1299.311170275485,1299.309749915548,1300.0,1299.3319275265744,1300.0,1300.0,1300.0,1300.0,1299.096069772716,1,False,1,0.0,,
Elizaveta Samoylova,Elizaveta Samoylova,-209753.0,Russia,False,False,False,0,1299.311170275485,1299.309749915548,1300.0,1299.3319275265744,1300.0,1278.7573138550372,1300.0,1300.0,1299.096069772716,1,False,1,0.0,,
Mariya Ignatenko,Mariya Ignatenko,-209830.0,Russia,False,False,False,0,1299.311170275485,1299.309749915548,1300.0,1299.3319275265744,1300.0,1278.7573138550372,1300.0,1300.0,1299.096069772716,1,False,1,0.0,,
Varvara Fridrikh,Varvara Fridrikh,-207858.0,Russia,False,False,False,0,1299.311170275485,1299.309749915548,1300.0,1299.3319275265744,1300.0,1300.0,1300.0,1300.0,1299.096069772716,1,False,1,0.0,,
Yuliya Abolonkova,Yuliya Abolonkova,-209985.0,Russia,False,False,False,0,1299.311170275485,1299.309749915548,1277.5212008048984,1299.3319275265744,1300.0,1278.7573138550372,1300.0,1269.949502864965,1299.096069772716,1,False,1,0.0,,
Elina Shchegoleva,Elina Shchegoleva,-209445.0,Russia,False,False,False,0,1299.311170275485,1299.309749915548,1277.5212008048984,1299.3319275265744,1300.0,1300.0,1300.0,1300.0,1299.096069772716,1,False,1,0.0,,
Yuliya Aksenova,Yuliya Aksenova,-209107.0,Russia,False,False,False,0,1299.311170275485,1299.309749915548,1277.5212008048984,1299.3319275265744,1300.0,1278.7573138550372,1300.0,1269.949502864965,1299.096069772716,1,False,1,0.0,,
Vera Labutina,Vera Labutina,-210376.0,Russia,False,False,False,0,1299.311170275485,1299.309749915548,1277.5212008048984,1299.3319275265744,1272.8831709271526,1278.7573138550372,1274.399893890754,1269.949502864965,1299.096069772716,1,False,1,0.0,,
Klara Dvorakova,Klara Dvorakova,12265.0,Czechia,False,False,False,0,1299.3013658434384,1299.2197030157624,1299.2042449449723,1277.1033644934669,1272.8831709271526,1278.7573138550372,1274.399893890754,1299.3136498173396,1265.4266579855885,5,False,5,0.0,,
Asdis Karadottir,Asdis Karadottir,12263.0,Iceland,False,False,False,0,1299.3013658434384,1299.2197030157624,1299.2042449449723,1277.1033644934669,1272.8831709271526,1278.7573138550372,1274.399893890754,1299.3136498173396,1265.4266579855885,2,False,2,0.0,,
Ewa Armata,Ewa Armata,12264.0,Poland,False,False,False,0,1299.3013658434384,1299.2197030157624,1299.2042449449723,1277.1033644934669,1272.8831709271526,1278.7573138550372,1274.399893890754,1299.3136498173396,1265.4266579855885,4,False,4,0.0,,
Arina Zamaldinova,Arina Zamaldinova,-209589.0,Russia,False,False,False,0,1299.2838271780593,1261.61899227009,1277.5212008048984,1277.1033644934669,1299.2620518645551,1299.3763817002407,1274.399893890754,1299.3692603173338,1265.4266579855885,1,False,1,0.0,,
Ekaterina Valishevskaya,Ekaterina Valishevskaya,-209220.0,Russia,False,False,False,0,1299.2838271780593,1299.2462626339843,1300.0,1299.193870044725,1300.0,1278.7573138550372,1300.0,1300.0,1298.9713711812392,1,False,1,0.0,,
Diana Shtyrkova,Diana Shtyrkova,-209221.0,Russia,False,False,False,0,1299.2838271780593,1299.2462626339843,1300.0,1299.193870044725,1300.0,1278.7573138550372,1300.0,1300.0,1298.9713711812392,1,False,1,0.0,,
Sina Titscher,Sina Titscher,12534.0,Germany,False,True,False,0,1299.2751499229632,1299.225709358846,1299.095264025431,1299.7526563235858,1272.8831709271526,1278.7573138550372,1274.399893890754,1299.1018206557476,1300.0969713549673,6,False,6,,0.0,0.0
Ronja Kronvall,Ronja Kronvall,12535.0,Finland,False,True,False,0,1299.2751499229632,1299.225709358846,1299.095264025431,1299.7526563235858,1272.8831709271526,1278.7573138550372,1274.399893890754,1299.1018206557476,1300.0969713549673,6,False,6,,0.0,0.0
Mariya Simonova,Mariya Simonova,-209328.0,Russia,False,False,False,0,1299.2408783271003,1299.2156909985856,1300.0,1299.7820392949195,1300.0,1300.0,1300.0,1300.0,1299.688846103368,1,False,1,0.0,,
Astrid Reithe Lunde,Astrid Reithe Lunde,10455.0,Norway,False,True,False,0,1299.2174712934548,1282.85242104862,1300.952589659917,1279.0581128711813,1299.544088973086,1297.7282273936985,1305.5634619311074,1304.4331231381875,1289.94118465121,6,False,6,,0.0,0.0
Kira Kuznetsova,Kira Kuznetsova,-207326.0,Russia,False,False,False,0,1299.1788930919708,1299.5665209463216,1299.6904434354426,1300.0,1299.378040945976,1300.0,1298.912009625709,1299.6982166810008,1299.4345920202454,1,False,1,0.0,,
Erica Smedberg,Erica Smedberg,12046.0,Sweden,False,True,False,0,1299.1727534427748,1299.0220307750717,1298.9296936292735,1277.1033644934669,1272.8831709271526,1278.7573138550372,1274.399893890754,1299.1935907762986,1265.4266579855885,6,False,6,,0.0,0.0
Lovisa Kjerstensson,Lovisa Kjerstensson,11639.0,Sweden,False,True,False,0,1299.1727534427748,1299.0220307750717,1298.9296936292735,1277.1033644934669,1272.8831709271526,1278.7573138550372,1274.399893890754,1299.1935907762986,1265.4266579855885,6,False,6,,0.0,0.0
Emma Hallström,Emma Hallström,11589.0,Sweden,False,True,False,0,1299.1727534427748,1299.0220307750717,1298.9296936292735,1277.1033644934669,1272.8831709271526,1278.7573138550372,1274.399893890754,1299.1935907762986,1265.4266579855885,6,False,6,,0.0,0.0
Agnes Ohrn,Agnes Ohrn,11663.0,Sweden,False,True,False,0,1299.1727534427748,1299.0220307750717,1298.9296936292735,1277.1033644934669,1272.8831709271526,1278.7573138550372,1274.399893890754,1299.1935907762986,1265.4266579855885,6,False,6,,0.0,0.0
Saga Westerlund,Saga Westerlund,12530.0,Sweden,False,True,False,0,1299.1727534427748,1299.0220307750717,1298.9296936292735,1277.1033644934669,1272.8831709271526,1278.7573138550372,1274.399893890754,1299.1935907762986,1265.4266579855885,6,False,6,,0.0,0.0
Anna Hellström,Anna Hellström,12255.0,Sweden,False,True,False,0,1299.1727534427748,1299.0220307750717,1298.9296936292735,1277.1033644934669,1272.8831709271526,1278.7573138550372,1274.399893890754,1299.1935907762986,1265.4266579855885,6,False,6,,0.0,0.0
Elena Dis Vidisdottir,Elena Dis Vidisdottir,3653.0,Iceland,False,False,False,0,1299.1309505658787,1299.5961407711188,1300.0591844169355,1299.4449688271986,1300.0,1278.7573138550372,1300.0,1300.0051387177075,1298.7683341587826,2,False,2,0.0,,
Janka Dora Kurko,Janka Dora Kurko,12536.0,Romania,False,False,False,0,1299.1050607157474,1299.091489659987,1277.5212008048984,1299.1583263017344,1272.8831709271526,1278.7573138550372,1274.399893890754,1269.949502864965,1298.8536453536367,2,False,2,0.0,,
Lyaysan Akhmetzyanova,Lyaysan Akhmetzyanova,-205283.0,Russia,False,False,False,0,1299.085331689395,1299.01937366229,1299.6823355275271,1299.1121513766652,1300.0,1278.7573138550372,1300.0,1299.669062322303,1299.0130716797023,1,False,1,0.0,,
Dinara Kaneva,Dinara Kaneva,-207384.0,Russia,False,False,False,0,1298.9539823274251,1299.2637805168783,1299.7368769201262,1299.6091673577396,1299.378040945976,1300.0,1298.912009625709,1299.7434841788506,1299.0398776162267,1,False,1,0.0,,
Ekaterina Kruglova,Ekaterina Kruglova,-207562.0,Russia,False,False,False,0,1298.9539823274251,1299.1338594316217,1299.6904434354426,1299.4590551664216,1299.4713348040796,1300.0,1298.912009625709,1299.7434841788506,1298.8704442543844,1,False,1,0.0,,
Anna Abmaykina,Anna Abmaykina,-207668.0,Russia,False,False,False,0,1298.9088588624024,1299.1452880115974,1299.1400569707862,1300.0,1299.5506345834676,1300.0,1299.2139269545748,1299.2328639022846,1299.591492734627,1,False,1,0.0,,
Ulyana Aksenova,Ulyana Aksenova,-209108.0,Russia,False,False,False,0,1298.7432966581098,1299.309749915548,1300.0,1299.3319275265744,1300.0,1278.7573138550372,1300.0,1300.0,1298.4371437959355,1,False,1,0.0,,
Viktoriya Nemova,Viktoriya Nemova,-207243.0,Russia,False,False,False,0,1298.6906618856954,1298.5750773533905,1299.4199851697929,1299.335815415226,1300.0,1300.0,1300.0,1299.419373682291,1299.2568004328996,1,False,1,0.0,,
Snezhana Chebakaeva,Snezhana Chebakaeva,-206932.0,Russia,False,False,False,0,1298.6370837571749,1298.0372430293455,1299.5069873943237,1298.630280007173,1300.4615199496616,1300.5192388430978,1300.0,1300.011472247652,1298.3408813455535,1,False,1,0.0,,
Alina Suppes,Alina Suppes,-209173.0,Russia,False,False,False,0,1298.5688146829132,1299.2462626339843,1300.0,1299.193870044725,1299.2620518645551,1299.3763817002407,1300.0,1299.3692603173338,1298.9713711812392,1,False,1,0.0,,
Ekaterina Osiychuk,Ekaterina Osiychuk,-207980.0,Russia,False,False,False,0,1298.5688146829132,1299.2462626339843,1300.0,1299.193870044725,1299.2620518645551,1300.0,1300.0,1299.3692603173338,1298.9713711812392,1,False,1,0.0,,
Liliya Mishura,Liliya Mishura,-209399.0,Russia,False,False,False,0,1298.5688146829132,1299.2462626339843,1300.0,1299.193870044725,1299.2620518645551,1299.3763817002407,1300.0,1299.3692603173338,1298.9713711812392,1,False,1,0.0,,
Darya Vlasova,Darya Vlasova,-207968.0,Russia,False,False,False,0,1298.5688146829132,1299.2462626339843,1300.0,1299.193870044725,1299.2620518645551,1299.3763817002407,1300.0,1299.3692603173338,1298.9713711812392,1,False,1,0.0,,
Lyubov Danichkina,Lyubov Danichkina,-210183.0,Russia,False,False,False,0,1298.5688146829132,1299.2462626339843,1277.5212008048984,1299.193870044725,1299.2620518645551,1299.3763817002407,1274.399893890754,1299.3692603173338,1298.9713711812392,1,False,1,0.0,,
Sofya Storozhuk,Sofya Storozhuk,-209586.0,Russia,False,False,False,0,1298.5688146829132,1299.2462626339843,1300.0,1299.193870044725,1299.2620518645551,1299.3763817002407,1300.0,1299.3692603173338,1298.9713711812392,1,False,1,0.0,,
Alina Dvoynikova,Alina Dvoynikova,-208071.0,Russia,False,False,False,0,1298.5688146829132,1299.2462626339843,1300.0,1299.193870044725,1299.2620518645551,1300.0,1300.0,1299.3692603173338,1298.9713711812392,1,False,1,0.0,,
Anna Cheburanova,Anna Cheburanova,-208079.0,Russia,False,False,False,0,1298.5688146829132,1299.2462626339843,1300.0,1299.193870044725,1299.2620518645551,1300.0,1300.0,1299.3692603173338,1298.9713711812392,1,False,1,0.0,,
Mariya Filatova,Mariya Filatova,-209176.0,Russia,False,False,False,0,1298.5688146829132,1299.2462626339843,1300.0,1299.193870044725,1299.2620518645551,1299.3763817002407,1300.0,1299.3692603173338,1298.9713711812392,1,False,1,0.0,,
Valeriya Loginova,Valeriya Loginova,-209178.0,Russia,False,False,False,0,1298.5688146829132,1299.2462626339843,1300.0,1299.193870044725,1299.2620518645551,1299.3763817002407,1300.0,1299.3692603173338,1298.9713711812392,1,False,1,0.0,,
Eva Pyatakova,Eva Pyatakova,-207527.0,Russia,False,False,False,0,1298.5688146829132,1299.2462626339843,1300.0,1299.193870044725,1299.2620518645551,1299.3763817002407,1300.0,1299.3692603173338,1298.9713711812392,1,False,1,0.0,,
