FIS_Name,Skier,ID,Nation,In_FIS_List,Config_Nation,In_Config,Price,Elo,Distance_Elo,Distance_C_Elo,Distance_F_Elo,Sprint_Elo,Sprint_C_Elo,Sprint_F_Elo,Classic_Elo,Freestyle_Elo,Base_Quota,Is_Host_Nation,Quota,Race1_Prob,Race2_Prob
Benjamin Moser,Benjamin Moser,5989,Austria,False,True,False,3281,1661.2316021115782,1587.6774767875595,1435.2184627741883,1444.2367845152105,1518.8459660841604,1418.7342136258228,1589.4582095557332,1481.6042975901505,1620.1440947022738,5,False,5,,0.0
Simen Hegstad Krüger,Simen Hegstad Krüger,2355,Norway,False,True,False,2921,1555.1467662215327,1649.41042577429,1553.7417627296572,1628.1759889883392,1260.259893747291,1282.8060447730663,1265.4595981214325,1479.136533646108,1536.2231878016914,7,False,7,,0.0
Einar Hedegart,Einar Hedegart,20631,Norway,False,True,False,2748,1597.4344759021303,1585.9057285586923,1271.6284341937971,1564.3671900971558,1323.1632599285622,1276.1680860190054,1323.3217364070829,1263.675516952559,1610.916099994427,7,False,7,,0.0
KOROSTELEV Savelii,Saveliy Korostelev,13188,Russia,True,False,False,2594,1609.3036035528792,1558.077244707952,1456.9745579492785,1399.9783996400336,1381.0003986753402,1332.4598103090302,1376.4462549200705,1465.1971584554638,1460.5054069615387,2,False,2,1.0,0.0
NORTHUG Even,Even Northug,3590,Norway,True,True,False,2443,1581.2563439812425,1216.590754218441,1260.348400205604,1226.3846758660443,1645.933800914952,1621.051902221726,1587.9854408376318,1542.9375581478216,1526.912120177025,7,False,7,1.0,0.0
CHANAVAT Lucas,Lucas Chanavat,3582,France,True,True,False,2424,1321.6154136902053,1049.13850236675,1112.3848829889394,1130.8332856398138,1686.814499919982,1510.283150415259,1776.4212338849327,1319.84031514266,1443.9806438701753,6,False,6,1.0,0.0
VUORINEN Lauri,Lauri Vuorinen,2874,Finland,True,True,False,2190,1502.4208957341684,1379.5519103132854,1423.6577151082329,1291.007748401033,1645.403633734091,1610.6139049633573,1589.4049442051653,1536.9680137115388,1441.7665505319233,6,False,6,1.0,0.0
GROND Valerio,Valerio Grond,12164,Switzerland,True,True,False,2083,1423.4649715663622,1251.1895112969114,1290.8165947821203,1248.9772690056543,1682.24831640634,1545.4075105431227,1688.221730617715,1414.3563098924765,1482.3099395599618,6,True,11,1.0,0.0
VIKE Oskar Opstad,Oskar Opstad Vike,19279,Norway,True,True,False,2031,1530.3083382028287,1300.4328066986675,1254.715066666312,1321.107752812116,1672.5030422119642,1570.671980692358,1628.677841478974,1423.3652430926445,1527.7771049626049,7,False,7,1.0,0.0
Lars Opstad Vike,Lars Opstad Vike,20232,Norway,False,True,False,2031,1304.4423343794042,1289.715060869662,1271.6284341937971,1291.6006236892115,1313.686275315094,1304.1483825169707,1271.0610207882592,1307.150756591823,1290.5209179693113,7,False,7,,0.0
EVENSEN Ansgar,Ansgar Evensen,8246,Norway,True,True,False,2029,1479.740720956751,1169.4867517699872,1184.3704951130194,1237.9547215449586,1700.4923691405445,1604.8554913412631,1640.309818326155,1422.5259357784246,1477.5883571001943,7,False,7,1.0,0.0
Andrey Melnichenko,Andrey Melnichenko,5207,Russia,False,False,False,2000,1525.2727664052277,1539.8958073214512,1427.656779294861,1536.353078179118,1435.7428385165508,1360.0680927396302,1449.5103223504605,1435.5324694419644,1531.6089383723383,2,False,2,0.0,0.0
Evgeniy Belov,Evgeniy Belov,39,Russia,False,False,False,1700,1515.465593124491,1511.811802116421,1509.664900011974,1469.6297051551592,1429.4843231387135,1390.8066159295277,1406.8215220857269,1519.333859602418,1479.5546398465676,2,False,2,0.0,0.0
Mathis Desloges,Mathis Desloges,12767,France,False,True,True,1688,1647.0998071678518,1641.1146378094231,1448.0417666772305,1558.6377501059153,1279.32547081033,1286.4633779732944,1281.6551641484814,1445.81215958271,1583.884771111106,6,False,6,,0.0
MOSEBY Haavard,Håvard Moseby,6103,Norway,True,True,False,1597,1565.7963375916595,1535.1524649493783,1420.811257525526,1416.1268854740863,1377.100514500579,1353.443022488534,1355.4252312472995,1454.2763137564189,1450.027599482302,7,False,7,1.0,0.0
Alvar Myhlback,Alvar Myhlback,19652,Sweden,False,True,False,1509,1476.396075197397,1386.078190291699,1379.1336073287966,1306.22203535083,1501.1846053899576,1490.2842727187383,1374.8120791277404,1475.1066628926462,1371.134163487496,6,False,6,,0.0
Friedrich Moch,Friedrich Moch,9323,Germany,False,True,False,1390,1370.4848008201034,1427.6069597469889,1401.7412727462936,1502.499579997862,1195.660028180214,1190.2496285370985,1229.4605537368948,1341.2980406531365,1428.4873771259329,6,False,6,,0.0
CHAPPAZ Jules,Jules Chappaz,12181,France,True,True,False,1375,1687.3566294420534,1559.453857265876,1459.2858285094992,1424.3323475592329,1681.0574781239968,1603.939882765529,1618.9695183638694,1606.3453901044363,1572.4945924404556,6,False,6,1.0,0.0
Didrik Tønseth,Didrik Tønseth,1446,Norway,False,True,False,1347,1613.982048061352,1636.7589563043225,1599.5951220110471,1549.9595852122015,1327.3135909044745,1339.4812758686537,1317.3863544475837,1594.290262037239,1523.4441138767468,7,False,7,,0.0
KETTERSON Zak,Zak Ketterson,5988,USA,True,False,False,1321,1502.362667146621,1441.3715645858065,1354.5968121031908,1419.391259613814,1480.414977901109,1430.9198268082312,1413.7844704801762,1411.7655078345033,1482.5913698970562,6,False,6,1.0,0.0
Andrew Musgrave,Andrew Musgrave,277,Great Britain,False,False,False,1306,1598.704047055897,1642.5984924347686,1539.6366745872576,1548.3153588810787,1266.1671442323386,1194.4576110730186,1326.9938050958046,1463.9402599477423,1541.3550575366896,5,False,5,0.0,0.0
William Poromaa,William Poromaa,12573,Sweden,False,True,False,1226,1572.2698521745788,1607.3715941400528,1572.3839448313854,1531.6549321315076,1316.7039891264708,1308.7116598671564,1306.3951713302508,1528.73493193999,1495.6268917101206,6,False,6,,0.0
Jan Thomas Jenssen,Jan Thomas Jenssen,5406,Norway,False,True,False,1207,1641.6861394488624,1643.0895122873326,1405.139292369911,1544.1013088825125,1363.602180752364,1314.1946417102847,1376.826749449663,1409.770653863337,1568.9419779531693,7,False,7,,0.0
RIEBLI Janik,Janik Riebli,7725,Switzerland,True,True,False,1101,1528.633780315591,1331.6297488743494,1256.48547764893,1328.965179086612,1629.9459455462309,1418.0174662725854,1700.4412350377754,1350.5017539475305,1566.030809201721,6,True,11,1.0,0.0
Iver Tildheim Andersen,Iver Tildheim Andersen,8590,Norway,False,True,False,1092,1610.1828186503722,1620.4335133348436,1363.8291655688706,1572.268081551695,1252.5968733855946,1258.3155285109287,1270.7018674451847,1346.7416467219296,1574.6535000615236,7,False,7,,0.0
JOUVE Richard,Richard Jouve,2768,France,True,True,False,1025,1448.2635115515752,1369.848538669777,1339.248522287422,1385.7332000855004,1543.709490562296,1504.9977534011125,1523.810313109685,1431.9992750299236,1506.8591977096244,6,False,6,1.0,0.0
CYR Antoine,Antoine Cyr,9225,Canada,True,False,False,937,1652.4583747702256,1633.6042234536208,1544.873949059251,1482.4958561049586,1408.8557474961362,1436.9549285491637,1302.861647261526,1559.087850649184,1495.6164021813197,5,False,5,1.0,0.0
YOUNG Jack,Jack Young,14687,USA,True,False,False,881,1354.871966363408,1198.0930974928751,1171.7755753478157,1272.9693762056495,1508.6249820639098,1312.504042111696,1621.9536780945714,1219.6852501970204,1481.341025122695,6,False,6,1.0,0.0
Michal Novak,Michal Novak,3655,Czechia,False,False,False,859,1541.7915598260174,1564.705460655549,1427.4726230265628,1558.1741416949803,1386.5399780382795,1349.9828790615886,1381.3754950270718,1402.949887932925,1548.825396480369,5,False,5,0.0,0.0
Davide Graz,Davide Graz,12165,Italy,False,True,True,855,1548.3981171579328,1484.9051772037208,1362.6799686893844,1489.7996321193814,1551.645699903391,1379.545786895085,1596.3764339113006,1409.9477339132347,1583.9257809798455,6,False,6,,0.0
Alexander Bolshunov,Alexander Bolshunov,5167,Russia,False,False,False,838,1778.6138773285827,1810.9994734778224,1672.9611857587952,1663.855216879122,1611.4005675234669,1556.1801164741853,1599.184761575257,1687.4564095207731,1682.701390617098,2,False,2,0.0,0.0
Martino Carollo,Martino Carollo,19980,Italy,False,True,True,792,1506.8687653630884,1470.214063797511,1290.5452328593017,1473.436111247832,1476.128696674923,1317.693774354953,1501.9134271677851,1306.0554007950566,1551.4334445648572,6,False,6,,0.0
Arsi Ruuskanen,Arsi Ruuskanen,8120,Finland,False,True,False,789,1630.2289066435706,1626.3462817811835,1486.9269510842173,1529.4139527868151,1188.2942949519795,1261.358539263617,1173.8158829756246,1477.7737410711402,1552.9954868944776,6,False,6,,0.0
SCHOONMAKER JC,James Clinton Schoonmaker,9201,USA,True,False,False,755,1514.611421680482,1384.912541427147,1297.8139452389037,1351.3890665409615,1547.9520153601463,1463.7931245137518,1563.8067693592063,1402.6195645899932,1516.3635737719278,6,False,6,1.0,0.0
Filip Skari,Filip Skari,19114,Norway,False,True,False,712,1351.6106791205182,1349.133667010943,1390.3005606291442,1335.3306797635507,1392.183350297153,1322.9996938872505,1365.9736764478848,1429.661537388055,1414.711565074841,7,False,7,,0.0
Ristomatti Hakola,Ristomatti Hakola,2553,Finland,False,True,False,605,1463.604746296348,1525.8760692753744,1502.2325678773304,1423.2703844048613,1419.2771656820755,1485.5979292600152,1363.188730967575,1520.7762856450925,1409.6756916976542,6,False,6,,0.0
Johan Häggström,Johan Häggström,4399,Sweden,False,True,True,558,1411.0727597498849,1374.6026550841598,1332.3476336983056,1372.2054900807814,1480.1198750981266,1471.3781079830887,1458.5168828422154,1410.16867847937,1398.7983282563089,6,False,6,,0.0
HALFVARSSON Calle,Calle Halfvarsson,73,Sweden,True,True,False,497,1540.5437279773334,1542.500440954948,1500.2731437808009,1466.0956302516165,1530.5180863510209,1536.0021294847395,1466.2507220379125,1528.5128910859137,1473.895944743744,6,False,6,1.0,0.0
Gustaf Berglund,Gustaf Berglund,340,Sweden,False,True,True,486,1261.2838255764332,1248.932134372232,1281.1027542529134,1239.9017409518754,1281.9522881664302,1276.644423830083,1259.7870139317383,1281.8095618161788,1232.225401968802,6,False,6,,0.0
MAKI Joni,Joni Mäki,3586,Finland,True,True,False,463,1530.3727468233328,1405.665066695997,1403.0493442293407,1322.8797156456294,1625.829278822157,1547.3880180410638,1598.8579489297008,1539.1041146771352,1434.123907210228,6,False,6,1.0,0.0
Jules Lapierre,Jules Lapierre,3646,France,False,True,True,455,1507.2386593244585,1567.7274776199365,1356.9425161291024,1579.2761012300798,1173.0993306429446,1204.0207385765752,1194.1539622480911,1304.444249297605,1535.2575697873278,6,False,6,,0.0
Håvard Solås Taugbøl,Håvard Solås Taugbøl,2292,Norway,False,True,False,446,1561.3416096537128,1345.2511582114228,1342.9227142855025,1282.4221973726233,1608.899550924137,1537.318235148861,1620.525868146361,1468.3840258079672,1550.4086820712903,7,False,7,,0.0
GRAHN Anton,Anton Grahn,18667,Sweden,True,True,False,446,1423.16722479812,1286.6051377583444,1336.7167928484416,1255.7440608698969,1533.525734045806,1534.987705052201,1408.256934177642,1489.2442805993044,1312.2706299085537,6,False,6,1.0,0.0
Andrey Larkov,Andrey Larkov,820,Russia,False,False,False,414,1399.4140921806522,1470.073430008112,1468.056102850593,1429.8564185126816,1375.2242043220997,1347.0122684665075,1376.5487773342018,1440.0203322625948,1387.826858749154,2,False,2,0.0,0.0
Andrey Flikov,Andrey Flikov,-113514,Russia,False,False,False,414,1303.1923106510617,1301.3549549100644,1300.788683816504,1300.819285475763,1300.1414921286255,1300.0,1301.4214605778188,1300.9469187537634,1302.231707143212,2,False,2,0.0,0.0
Andrey Volkov,Andrey Volkov,11331,Russia,False,False,False,414,1283.145898424982,1288.0035721879754,1295.363934391376,1294.2731272369497,1269.015048650966,1276.1680860190054,1271.0610207882592,1295.3413071887378,1290.1958647829304,2,False,2,0.0,0.0
Ivan Yakimushkin,Ivan Yakimushkin,5196,Russia,False,False,False,408,1647.3425782182803,1696.9832443409948,1571.8751017138163,1602.5503837386334,1444.8319554579002,1418.747396594208,1408.401758761571,1579.825982641791,1572.1028546897776,2,False,2,0.0,0.0
Perttu Hyvärinen,Perttu Hyvärinen,1441,Finland,False,True,True,399,1559.7164873101003,1580.1033686589371,1562.3869227580362,1466.3021367509557,1322.9947448008593,1324.602617292244,1292.0313646876182,1528.1307442173468,1451.3476981899391,6,False,6,,0.0
Denis Spitsov,Denis Spitsov,3602,Russia,False,False,False,382,1648.244583255233,1682.8782389870294,1501.2706051462417,1603.10582375977,1361.584252679624,1335.362978934675,1349.875215499615,1498.900110001306,1582.3131126936355,2,False,2,0.0,0.0
BOLGER Kevin,Kevin Bolger,9159,USA,True,False,False,323,1454.2432558007013,1365.893752185692,1293.0482136164271,1339.3001708958786,1495.9707616422115,1366.6862877725946,1548.097398371138,1368.9889518062294,1442.5230683783532,6,False,6,1.0,0.0
Zanden McMullen,Zanden McMullen,12698,USA,False,False,False,322,1391.951226753839,1395.627367016648,1346.340715015122,1394.9701861974695,1353.1277776370268,1343.211135635359,1330.3133361609555,1350.088499434657,1397.2691781737044,6,False,6,0.0,0.0
James Clugnet,James Clugnet,3615,Great Britain,False,False,False,320,1425.337863327932,1344.200087901065,1237.7429418665934,1345.5587100334133,1465.0401210748762,1266.256393231429,1581.0719344466197,1273.4751481340888,1493.5794522400934,5,False,5,0.0,0.0
Alexey Chervotkin,Alexey Chervotkin,2797,Russia,False,False,False,314,1594.1432149077475,1622.7693583704038,1584.313340466059,1499.2828542746615,1315.7559449466307,1301.743354101203,1312.0081476129055,1565.70542506493,1492.7095716085037,2,False,2,0.0,0.0
Andrey Krasnov,Andrey Krasnov,8737,Russia,False,False,False,314,1439.6640961081926,1279.4940171252508,1281.86126203278,1283.4985083823417,1465.6046611227514,1403.92842685441,1438.2318036144666,1371.4203458061654,1403.809825977661,2,False,2,0.0,0.0
Florian Notz,Florian Notz,1488,Germany,False,True,True,310,1503.4355853716202,1577.0910769345226,1437.5543664704594,1534.6138586825375,1078.391654593111,1150.3238046832466,1052.6563537116206,1380.0880126829811,1467.0846811738968,6,False,6,,0.0
Artem Maltsev,Artem Maltsev,1536,Russia,False,False,False,289,1637.0943064520882,1618.7366598918877,1501.742604080764,1544.115619741265,1525.594619505786,1395.5071092665637,1535.6057166055243,1524.9560326501855,1584.4648520813234,2,False,2,0.0,0.0
Simen Myhre,Simen Myhre,5483,Norway,False,True,False,287,1386.7001276786625,1419.310786411909,1307.3845422709444,1354.6629572212712,1386.819699658893,1356.2563626384936,1387.110824813738,1338.6413049706125,1366.229655439494,7,False,7,,0.0
DANIELSSON Emil,Emil Danielsson,12801,Sweden,True,True,False,284,1440.082764603209,1190.8914536655022,1223.3822926004395,1245.7388855295385,1494.3049238532874,1470.3254449352196,1461.0942518801212,1397.8509649723353,1419.0400618645265,6,False,6,1.0,0.0
Janosch Brugger,Janosch Brugger,3657,Germany,False,True,False,282,1511.4983306341082,1520.7372755793406,1476.323506311277,1446.0484524893452,1322.2576176007049,1272.483025476593,1348.9857254481933,1410.526493405382,1481.478467219861,6,False,6,,0.0
Jiri Tuz,Jiri Tuz,17348,Czechia,False,False,False,266,1383.5516056247614,1266.5792083719334,1312.550005471538,1251.2542582507451,1559.1150223952795,1453.1078930716392,1561.0463416474615,1406.0757201246129,1380.1518236486415,5,False,5,0.0,0.0
Clement Parisse,Clement Parisse,2353,France,False,True,False,265,1469.4179600493626,1509.4587058952925,1420.1989340169723,1499.861153171252,1178.8469157050329,1201.571724719322,1176.4588059664788,1371.734337501666,1461.893678029507,6,False,6,,0.0
Aleksandr Terentev,Aleksandr Terentev,8125,Russia,False,False,False,255,1583.035107665742,1405.9973291675808,1372.7702676514418,1325.6475753257312,1623.71971814586,1507.6782273029994,1604.7312236805042,1487.3234595103445,1541.4132020703776,2,False,2,0.0,0.0
Sergey Ustiugov,Sergey Ustiugov,823,Russia,False,False,False,247,1654.8321090106435,1636.7256432496122,1520.913611075126,1568.2087395397043,1587.9366085504726,1501.04914191122,1561.1855256795186,1554.3197723898747,1606.914965317649,2,False,2,0.0,0.0
MOCELLINI Simone,Simone Mocellini,12168,Italy,True,True,False,241,1366.0935610835606,1192.473513905877,1184.7740058621027,1251.4983987039172,1550.9696079106382,1497.7170388116358,1484.663863807538,1355.982095900747,1386.829225365462,6,False,6,1.0,0.0
Gleb Retivykh,Gleb Retivykh,259,Russia,False,False,False,240,1494.3606336906416,1269.728136019325,1262.0977842530417,1235.9803130982662,1665.586392946167,1566.3285610040737,1657.2850440773143,1442.495635076085,1497.512344882825,2,False,2,0.0,0.0
Even Solem Michelsen,Even Solem Michelsen,8605,Norway,False,True,False,238,1543.9235004072111,1441.182835065438,1354.4276758043736,1361.5189075949588,1431.1985382797118,1379.9146853018044,1358.9099646488291,1447.893330512256,1457.0187908859905,7,False,7,,0.0
Mathias Holbæk,Mathias Holbæk,18960,Norway,False,True,False,238,1303.091442658442,1308.9810765785796,1286.209425073781,1326.1216758262133,1293.90576785939,1283.1485641744214,1307.5135870213835,1272.698238526179,1330.6657632554186,7,False,7,,0.0
Martin Himma,Martin Himma,8092,Estonia,False,False,False,233,1445.6026333808627,1413.1009365450502,1342.9732144594482,1378.725125961316,1336.0789770368033,1270.7672391196515,1361.9738023745354,1332.8117021905516,1428.249592903022,4,False,4,0.0,0.0
Thomas Linnebo Mollestad,Thomas Linnebo Mollestad,18958,Norway,False,True,False,233,1378.2507692412407,1375.0727317979229,1285.3594250737808,1371.3129886035458,1277.7978267456012,1269.6963107013146,1296.4582343600805,1283.9343418076735,1387.5058991523647,7,False,7,,0.0
SELLER Ludek,Ludek Seller,3525,Czechia,True,False,False,233,1340.28645588436,1211.0006436897768,1214.031745854759,1272.6773545518402,1384.2493624573358,1396.6203508165668,1343.6949587397376,1341.933956004979,1319.545119424373,5,False,5,1.0,0.0
DROLET Remi,Remi Drolet,8051,Canada,True,False,False,233,1322.578022911883,1303.4859669632367,1275.449424701492,1279.181332174392,1227.8472223016297,1235.3970479667555,1212.8475994416362,1265.749956657395,1278.3535271707506,5,False,5,1.0,0.0
NAEFF Isai,Isai Näff,18916,Switzerland,True,True,False,233,1311.499903492982,1235.8120216214838,1239.4768213861837,1261.6733685820457,1420.068751104265,1385.392740571093,1403.7759491766756,1290.7659157574892,1326.8453424849713,6,True,11,1.0,0.0
Veeti Pyykkö,Veeti Pyykkö,13223,Finland,False,True,False,233,1305.3880611198476,1301.538647889544,1259.1790623246136,1295.2289503264346,1296.1249928230832,1276.1680860190054,1293.0048612174658,1267.0929042394596,1301.8808664254634,6,False,6,,0.0
Alessandro Chiocchetti,Alessandro Chiocchetti,12764,Italy,False,True,False,233,1305.1550490553575,1265.6907591163626,1251.8829223943123,1297.5937718015996,1331.4467438663123,1303.3171575657486,1346.8708070888097,1271.251201368419,1332.8678920980935,6,False,6,,0.0
Valeriy Gontar,Valeriy Gontar,5765,Slovenia,False,False,False,233,1276.5701436357913,1272.783254660043,1274.898004312277,1276.7886226227604,1237.594391506074,1264.9566686589285,1244.0313115797671,1274.3235816679653,1282.849104380888,4,False,4,0.0,0.0
Max Olex,Max Olex,3409,Germany,False,True,False,233,1252.6428486879308,1278.7003394598144,1257.1948060270713,1276.3234941935632,1267.751224942915,1280.3382641232492,1257.004967726952,1280.8062550077389,1252.2501123342292,6,False,6,,0.0
Luke Jager,Luke Jager,9176,USA,False,False,False,233,1231.801912548725,1249.1614907398518,1249.553672365474,1236.8567172020116,1261.4201175249657,1295.033559987234,1221.4064731058202,1248.357439686322,1223.8407218292484,6,False,6,0.0,0.0
STOELBEN Jan,Jan Stölben,14033,Germany,True,True,False,232,1458.497454360438,1325.6184626854342,1262.7898023364496,1337.187981071702,1586.4822104266254,1465.258607403664,1580.0036484005038,1391.1562912650236,1469.1393173577949,6,False,6,1.0,0.0
Dietmar Nöckler,Dietmar Nöckler,1690,Italy,False,True,False,232,1373.91352232568,1400.3739029553592,1399.1805365668797,1279.9960932107458,1225.5976764248628,1304.5627362002856,1164.0102907013948,1402.567760000868,1221.867867754516,6,False,6,,0.0
JUNG Simon,Simon Jung,14053,Germany,True,True,False,232,1300.2079110816585,1294.263217287273,1281.0345940117843,1312.2222881551618,1304.0951084856206,1303.7217729122458,1328.00644312315,1299.2361083537587,1342.5371679101968,6,False,6,1.0,0.0
Olof Jonsson,Olof Jonsson,5176,Sweden,False,True,False,232,1266.677347554388,1279.0001699187922,1183.376298844177,1277.8065624992742,1309.4544499042236,1260.54761330436,1351.547521846381,1261.873352178347,1303.3542748988048,6,False,6,,0.0
SELLES GASCH Bernat,Bernat Selles Gasch,17556,Spain,True,False,False,232,1186.9006059436244,1159.6901202242188,1168.681788673697,1249.607752812116,1261.8893094804366,1281.52097983296,1232.3051991147772,1192.3133999203558,1202.962020329083,3,False,3,1.0,0.0
Finn Hågen Krogh,Finn Hågen Krogh,116,Norway,False,True,False,231,1536.641053802236,1544.3140508862746,1412.3649322902609,1510.5654018291077,1512.1796052637303,1445.5669892822914,1520.5151943778044,1440.8004091560267,1518.190454544494,7,False,7,,0.0
Sindre Bjørnestad Skar,Sindre Bjørnestad Skar,273,Norway,False,True,False,231,1512.3620744717286,1533.7668951185751,1446.88360741693,1432.3636560766013,1520.3163542437874,1476.196952558873,1556.1573859152684,1484.8944470596464,1524.5339148755438,7,False,7,,0.0
Petteri Koivisto,Petteri Koivisto,8104,Finland,False,True,True,231,1484.8821941781696,1464.2265290429807,1399.307902846669,1339.0016684280697,1273.688579830161,1249.8462718017463,1311.3103726430988,1362.0187812110214,1391.9261461106707,6,False,6,,0.0
Måns Skoglund,Måns Skoglund,17249,Sweden,False,True,False,231,1362.1718423605962,1315.522717769907,1252.725512926092,1312.0803013081645,1372.823607414827,1370.7716704185673,1335.217411280055,1344.9839254532174,1328.7706257869486,6,False,6,,0.0
Lars Michael Bjertnæs,Lars Michael Bjertnæs,19128,Norway,False,True,False,231,1359.708676158818,1394.0378822021742,1290.8299642859845,1364.3993087298743,1372.5312911131566,1370.449335040994,1340.1668817869545,1354.6642782850718,1440.583050450337,7,False,7,,0.0
Giovanni Ticco,Giovanni Ticco,12675,Italy,False,True,False,231,1356.1007095154814,1376.4739656709232,1335.1033650385705,1345.8364066062709,1345.1066962655873,1276.446980858875,1417.814243157428,1291.5079326775624,1399.003665118725,6,False,6,,0.0
WANG Qiang,Qiang Wang,11198,China,True,False,False,231,1350.4632749050538,1175.676765767697,1156.0558411139332,1239.7437674060077,1429.264277868799,1337.953708208013,1466.7099325091397,1274.8890569745995,1400.4873403025588,3,False,3,1.0,0.0
Oskar Algotsson,Oskar Algotsson,19653,Sweden,False,True,False,231,1350.0526736378558,1226.8664814818744,1195.0822285269026,1267.4312174981708,1364.3546403266082,1332.5231087572688,1310.7590559651564,1252.841167514402,1326.955725760351,6,False,6,,0.0
Max Hollmann,Max Hollmann,18737,Canada,False,False,False,231,1347.4332136634334,1374.4875361958675,1294.1941726966525,1380.235754720505,1218.4344710624423,1221.661103895501,1253.0732390197088,1253.905187702239,1394.933433261945,5,False,5,0.0,0.0
