Date,City,Country,Sex,HillSize,RaceType,TeamEvent,Event,Place,Skier,Nation,ID,Season,Race,Birthday,Age,Exp,Leg,Length1,Length2,Points,Pelo,Elo,pred_Pelo,pred_Elo
2023-03-19,Vikersund,Norway,L,240,Flying,0,Special Event,12,Anna Odine Strøm,Norway,44,2023,54,1998-04-17T00:00:00.000000,24.919917864476385,187,0,0.0,0.0,261.8,1300.0,1294.8666666666666,1300.0,1294.8666666666666
2023-03-19,Vikersund,Norway,L,240,Flying,0,Special Event,13,Jenny Rautionaho,Finland,145,2023,54,1996-07-26T00:00:00.000000,26.644763860369608,106,0,0.0,0.0,248.4,1300.0,1293.4,1300.0,1293.4
2023-03-19,Vikersund,Norway,L,240,Flying,0,Special Event,14,Anna Rupprecht,Germany,67,2023,54,1996-12-29T00:00:00.000000,26.217659137577,186,0,0.0,0.0,229.6,,,1300.0,1292.6666666666667
2023-03-19,Vikersund,Norway,L,240,Flying,0,Special Event,15,Josephine Pagnier,France,280,2023,54,2002-06-04T00:00:00.000000,20.788501026694046,121,0,0.0,0.0,214.7,1300.0,1291.9333333333334,1300.0,1291.9333333333334
2023-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Alexandria Loutitt,Canada,417,2023,0,2004-01-07T00:00:00.000000,19.195071868583163,45,0,0.0,0.0,339.5,1302.2,1301.8700000000001,1302.2,1301.8700000000001
2023-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Yuki Ito,Japan,5,2023,0,1994-05-10T00:00:00.000000,28.856947296372347,331,0,0.0,0.0,352.6,1305.1333333333334,1304.3633333333335,1305.1333333333334,1304.3633333333335
2023-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Josephine Pagnier,France,280,2023,0,2002-06-04T00:00:00.000000,20.788501026694046,121,0,0.0,0.0,214.7,1291.9333333333334,1293.1433333333334,1291.9333333333334,1293.1433333333334
2023-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Chiara Kreuzer,Austria,21,2023,0,1997-07-18T00:00:00.000000,25.66735112936345,232,0,0.0,0.0,270.5,,,1295.6,1296.26
2023-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Anna Odine Strøm,Norway,44,2023,0,1998-04-17T00:00:00.000000,24.919917864476385,187,0,0.0,0.0,261.8,1294.8666666666666,1295.6366666666665,1294.8666666666666,1295.6366666666665
2023-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Ema Klinec,Slovenia,89,2023,0,1998-07-02T00:00:00.000000,24.711841204654345,183,0,0.0,0.0,414.7,1308.0666666666666,1306.8566666666666,1308.0666666666666,1306.8566666666666
2023-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Anna Rupprecht,Germany,67,2023,0,1996-12-29T00:00:00.000000,26.217659137577,186,0,0.0,0.0,229.6,,,1292.6666666666667,1293.7666666666667
2023-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Abigail Strate,Canada,289,2023,0,2001-02-22T00:00:00.000000,22.067077344284737,93,0,0.0,0.0,310.2,1299.2666666666667,1299.3766666666666,1299.2666666666667,1299.3766666666666
2023-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Jenny Rautionaho,Finland,145,2023,0,1996-07-26T00:00:00.000000,26.644763860369608,106,0,0.0,0.0,248.4,1293.4,1294.39,1293.4,1294.39
2023-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Silje Opseth,Norway,221,2023,0,1999-04-28T00:00:00.000000,23.890485968514717,177,0,0.0,0.0,373.7,1306.6,1305.61,1306.6,1305.61
2023-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Maren Lundby,Norway,9,2023,0,1994-09-07T00:00:00.000000,28.528405201916495,273,0,0.0,0.0,328.0,,,1301.4666666666667,1301.2466666666667
2023-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Nika Vodan,Slovenia,266,2023,0,2000-03-09T00:00:00.000000,23.025325119780973,169,0,0.0,0.0,320.8,1300.7333333333333,1300.6233333333332,1300.7333333333333,1300.6233333333332
2023-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Selina Freitag,Germany,338,2023,0,2001-05-19T00:00:00.000000,21.831622176591374,108,0,0.0,0.0,298.2,1296.3333333333333,1296.8833333333332,1296.3333333333333,1296.8833333333332
2023-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Katharina Schmid,Germany,13,2023,0,1996-05-23T00:00:00.000000,26.819986310746064,280,0,0.0,0.0,347.4,1303.6666666666667,1303.1166666666668,1303.6666666666667,1303.1166666666668
2023-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Eva Pinkelnig,Austria,14,2023,0,1988-05-27T00:00:00.000000,34.809034907597535,151,0,0.0,0.0,303.8,1297.8,1298.1299999999999,1297.8,1298.1299999999999
2024-03-17,Vikersund,Norway,L,240,Flying,0,World Cup,1,Eirin Maria Kvandal,Norway,354,2024,50,2001-12-12T00:00:00.000000,22.261464750171115,43,0,0.0,0.0,100.0,1300.0,1310.3622278412372,1300.0,1310.3622278412372
2024-03-17,Vikersund,Norway,L,240,Flying,0,World Cup,2,Silje Opseth,Norway,221,2024,50,1999-04-28T00:00:00.000000,24.8870636550308,201,0,0.0,0.0,80.0,1305.61,1314.5005250958907,1300.0,1314.5005250958907
2024-03-17,Vikersund,Norway,L,240,Flying,0,World Cup,3,Ema Klinec,Slovenia,89,2024,50,1998-07-02T00:00:00.000000,25.70841889117043,205,0,0.0,0.0,60.0,1306.8566666666666,1314.4136194138205,1300.0,1314.4136194138205
2024-03-17,Vikersund,Norway,L,240,Flying,0,World Cup,4,Katharina Schmid,Germany,13,2024,50,1996-05-23T00:00:00.000000,27.816563997262147,305,0,0.0,0.0,50.0,1303.1166666666668,1309.4978778506895,1300.0,1309.4978778506895
2024-03-17,Vikersund,Norway,L,240,Flying,0,World Cup,5,Yuki Ito,Japan,5,2024,50,1994-05-10T00:00:00.000000,29.85352498288843,357,0,0.0,0.0,45.0,1304.3633333333335,1309.4109645210951,1300.0,1309.4109645210951
2024-03-17,Vikersund,Norway,L,240,Flying,0,World Cup,6,Sara Takanashi,Japan,3,2024,50,1996-10-08T00:00:00.000000,27.43874058863792,345,0,0.0,0.0,40.0,1300.0,1303.891639605943,1300.0,1303.891639605943
2024-03-17,Vikersund,Norway,L,240,Flying,0,World Cup,7,Jacqueline Seifriedsberger,Austria,18,2024,50,1991-01-20T00:00:00.000000,33.15537303216975,366,0,0.0,0.0,36.0,1300.0,1302.5975219588843,1300.0,1302.5975219588843
2024-03-17,Vikersund,Norway,L,240,Flying,0,World Cup,8,Alexandria Loutitt,Canada,417,2024,50,2004-01-07T00:00:00.000000,20.191649555099247,76,0,0.0,0.0,32.0,1301.8700000000001,1303.1142052455882,1300.0,1303.1142052455882
2024-03-17,Vikersund,Norway,L,240,Flying,0,World Cup,9,Eva Pinkelnig,Austria,14,2024,50,1988-05-27T00:00:00.000000,35.80561259411362,171,0,0.0,0.0,29.0,1298.1299999999999,1298.1984851930365,1300.0,1298.1984851930365
2024-03-17,Vikersund,Norway,L,240,Flying,0,World Cup,10,Nika Vodan,Slovenia,266,2024,50,2000-03-09T00:00:00.000000,24.021902806297057,200,0,0.0,0.0,26.0,1300.6233333333332,1299.3187692194101,1300.0,1299.3187692194101
2024-03-17,Vikersund,Norway,L,240,Flying,0,World Cup,11,Nika Prevc,Slovenia,426,2024,50,2005-03-15T00:00:00.000000,19.006160164271048,87,0,0.0,0.0,24.0,1300.0,1297.421051370649,1300.0,1297.421051370649
2024-03-17,Vikersund,Norway,L,240,Flying,0,World Cup,12,Lisa Eder,Austria,337,2024,50,2001-08-12T00:00:00.000000,22.595482546201232,103,0,0.0,0.0,22.0,1300.0,1296.1269337235901,1300.0,1296.1269337235901
2024-03-17,Vikersund,Norway,L,240,Flying,0,World Cup,13,Josephine Pagnier,France,280,2024,50,2002-06-04T00:00:00.000000,21.78507871321013,151,0,0.0,0.0,20.0,1293.1433333333334,1288.1931819788963,1300.0,1288.1931819788963
2024-03-17,Vikersund,Norway,L,240,Flying,0,World Cup,14,Nozomi Maruyama,Japan,222,2024,50,1998-06-02T00:00:00.000000,25.790554414784395,129,0,0.0,0.0,18.0,1300.0,1293.5386984294726,1300.0,1293.5386984294726
2024-03-17,Vikersund,Norway,L,240,Flying,0,World Cup,15,Thea Minyan Bjørseth,Norway,389,2024,50,2003-10-30T00:00:00.000000,20.380561259411362,114,0,0.0,0.0,16.0,1300.0,1292.2445807824138,1300.0,1292.2445807824138
2024-03-17,Vikersund,Norway,L,240,Flying,0,World Cup,16,Selina Freitag,Germany,338,2024,50,2001-05-19T00:00:00.000000,22.82819986310746,136,0,0.0,0.0,15.0,1296.8833333333332,1287.9324586904238,1300.0,1287.9324586904238
2024-03-17,Vikersund,Norway,L,240,Flying,0,World Cup,17,Jenny Rautionaho,Finland,145,2024,50,1996-07-26T00:00:00.000000,27.641341546885695,132,0,0.0,0.0,14.0,1294.39,1284.2239257456258,1300.0,1284.2239257456258
2024-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Nika Vodan,Slovenia,266,2024,0,2000-03-09T00:00:00.000000,24.021902806297057,200,0,0.0,0.0,26.0,1299.3187692194101,1299.4209538364985,1299.3187692194101,1299.4209538364985
2024-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Eva Pinkelnig,Austria,14,2024,0,1988-05-27T00:00:00.000000,35.80561259411362,171,0,0.0,0.0,29.0,1298.1984851930365,1298.468712414081,1298.1984851930365,1298.468712414081
2024-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Selina Freitag,Germany,338,2024,0,2001-05-19T00:00:00.000000,22.82819986310746,136,0,0.0,0.0,15.0,1287.9324586904238,1289.7425898868603,1287.9324586904238,1289.7425898868603
2024-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Alexandria Loutitt,Canada,417,2024,0,2004-01-07T00:00:00.000000,20.191649555099247,76,0,0.0,0.0,32.0,1303.1142052455882,1302.64707445875,1303.1142052455882,1302.64707445875
2024-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Thea Minyan Bjørseth,Norway,389,2024,0,2003-10-30T00:00:00.000000,20.380561259411362,114,0,0.0,0.0,16.0,1292.2445807824138,1293.4078936650517,1292.2445807824138,1293.4078936650517
2024-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Yuki Ito,Japan,5,2024,0,1994-05-10T00:00:00.000000,29.85352498288843,357,0,0.0,0.0,45.0,1309.4109645210951,1307.9993198429308,1309.4109645210951,1307.9993198429308
2024-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Ema Klinec,Slovenia,89,2024,0,1998-07-02T00:00:00.000000,25.70841889117043,205,0,0.0,0.0,60.0,1314.4136194138205,1312.2515765017474,1314.4136194138205,1312.2515765017474
2024-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Jenny Rautionaho,Finland,145,2024,0,1996-07-26T00:00:00.000000,27.641341546885695,132,0,0.0,0.0,14.0,1284.2239257456258,1286.590336883782,1284.2239257456258,1286.590336883782
2024-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Nozomi Maruyama,Japan,222,2024,0,1998-06-02T00:00:00.000000,25.790554414784395,129,0,0.0,0.0,18.0,1293.5386984294726,1294.5078936650516,1293.5386984294726,1294.5078936650516
2024-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Josephine Pagnier,France,280,2024,0,2002-06-04T00:00:00.000000,21.78507871321013,151,0,0.0,0.0,20.0,1288.1931819788963,1289.9642046820618,1288.1931819788963,1289.9642046820618
2024-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Nika Prevc,Slovenia,426,2024,0,2005-03-15T00:00:00.000000,19.006160164271048,87,0,0.0,0.0,24.0,1297.421051370649,1297.8078936650516,1297.421051370649,1297.8078936650516
2024-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Eirin Maria Kvandal,Norway,354,2024,0,2001-12-12T00:00:00.000000,22.261464750171115,43,0,0.0,0.0,100.0,1310.3622278412372,1308.8078936650516,1310.3622278412372,1308.8078936650516
2024-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Katharina Schmid,Germany,13,2024,0,1996-05-23T00:00:00.000000,27.816563997262147,305,0,0.0,0.0,50.0,1309.4978778506895,1308.073196173086,1309.4978778506895,1308.073196173086
2024-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Jacqueline Seifriedsberger,Austria,18,2024,0,1991-01-20T00:00:00.000000,33.15537303216975,366,0,0.0,0.0,36.0,1302.5975219588843,1302.2078936650516,1302.5975219588843,1302.2078936650516
2024-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Silje Opseth,Norway,221,2024,0,1999-04-28T00:00:00.000000,24.8870636550308,201,0,0.0,0.0,80.0,1314.5005250958907,1312.325446331507,1314.5005250958907,1312.325446331507
2024-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Lisa Eder,Austria,337,2024,0,2001-08-12T00:00:00.000000,22.595482546201232,103,0,0.0,0.0,22.0,1296.1269337235901,1296.7078936650516,1296.1269337235901,1296.7078936650516
2024-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Sara Takanashi,Japan,3,2024,0,1996-10-08T00:00:00.000000,27.43874058863792,345,0,0.0,0.0,40.0,1303.891639605943,1303.3078936650516,1303.891639605943,1303.3078936650516
2025-03-15,Vikersund,Norway,L,240,Flying,0,World Cup,1,Nika Prevc,Slovenia,426,2025,57,2005-03-15T00:00:00.000000,20.0,121,0,0.0,0.0,100.0,1297.8078936650516,1308.368785186958,1300.0,1308.368785186958
2025-03-15,Vikersund,Norway,L,240,Flying,0,World Cup,2,Ema Klinec,Slovenia,89,2025,57,1998-07-02T00:00:00.000000,26.702258726899384,236,0,0.0,0.0,80.0,1312.2515765017474,1321.355488113759,1300.0,1321.355488113759
2025-03-15,Vikersund,Norway,L,240,Flying,0,World Cup,3,Selina Freitag,Germany,338,2025,57,2001-05-19T00:00:00.000000,23.822039698836413,169,0,0.0,0.0,60.0,1289.7425898868603,1298.5586670369862,1300.0,1298.5586670369862
2025-03-15,Vikersund,Norway,L,240,Flying,0,World Cup,4,Eirin Maria Kvandal,Norway,354,2025,57,2001-12-12T00:00:00.000000,23.255304585900067,65,0,0.0,0.0,50.0,1308.8078936650516,1316.0206940424987,1300.0,1316.0206940424987
2025-03-15,Vikersund,Norway,L,240,Flying,0,World Cup,5,Alexandria Loutitt,Canada,417,2025,57,2004-01-07T00:00:00.000000,21.1854893908282,102,0,0.0,0.0,45.0,1302.64707445875,1309.0548056015675,1300.0,1309.0548056015675
2025-03-15,Vikersund,Norway,L,240,Flying,0,World Cup,6,Yuki Ito,Japan,5,2025,57,1994-05-10T00:00:00.000000,30.847364818617386,382,0,0.0,0.0,40.0,1307.9993198429308,1313.2376961660377,1300.0,1313.2376961660377
2025-03-15,Vikersund,Norway,L,240,Flying,0,World Cup,7,Jacqueline Seifriedsberger,Austria,18,2025,57,1991-01-20T00:00:00.000000,34.1492128678987,395,0,0.0,0.0,36.0,1302.2078936650516,1306.6295243228844,1300.0,1306.6295243228844
2025-03-15,Vikersund,Norway,L,240,Flying,0,World Cup,8,Anna Odine Strøm,Norway,44,2025,57,1998-04-17T00:00:00.000000,26.910335386721425,216,0,0.0,0.0,32.0,1295.6366666666665,1299.2662735352542,1300.0,1299.2662735352542
2025-03-15,Vikersund,Norway,L,240,Flying,0,World Cup,9,Katharina Schmid,Germany,13,2025,57,1996-05-23T00:00:00.000000,28.810403832991103,337,0,0.0,0.0,29.0,1308.073196173086,1310.3092355971983,1300.0,1310.3092355971983
2025-03-15,Vikersund,Norway,L,240,Flying,0,World Cup,10,Nozomi Maruyama,Japan,222,2025,57,1998-06-02T00:00:00.000000,26.784394250513348,154,0,0.0,0.0,26.0,1294.5078936650516,1296.1732204695834,1300.0,1296.1732204695834
2025-03-15,Vikersund,Norway,L,240,Flying,0,World Cup,11,Eva Pinkelnig,Austria,14,2025,57,1988-05-27T00:00:00.000000,36.799452429842574,197,0,0.0,0.0,24.0,1298.468712414081,1299.0086890462967,1300.0,1299.0086890462967
2025-03-15,Vikersund,Norway,L,240,Flying,0,World Cup,12,Lisa Eder,Austria,337,2025,57,2001-08-12T00:00:00.000000,23.589322381930184,130,0,0.0,0.0,22.0,1296.7078936650516,1296.30359909702,1300.0,1296.30359909702
2025-03-15,Vikersund,Norway,L,240,Flying,0,World Cup,13,Juliane Seyfarth,Germany,63,2025,57,1990-02-19T00:00:00.000000,35.06639288158795,423,0,0.0,0.0,20.0,1300.0,1298.491510579432,1300.0,1298.491510579432
2025-03-15,Vikersund,Norway,L,240,Flying,0,World Cup,14,Abigail Strate,Canada,289,2025,57,2001-02-22T00:00:00.000000,24.057494866529773,141,0,0.0,0.0,18.0,1299.3766666666666,1296.8879061387715,1300.0,1296.8879061387715
2025-03-15,Vikersund,Norway,L,240,Flying,0,World Cup,15,Sara Takanashi,Japan,3,2025,57,1996-10-08T00:00:00.000000,28.432580424366872,373,0,0.0,0.0,16.0,1303.3078936650516,1299.694711287337,1300.0,1299.694711287337
2025-03-15,Vikersund,Norway,L,240,Flying,0,World Cup,16,Lara Malsiner,Italy,253,2025,57,2000-04-14T00:00:00.000000,24.917180013689254,213,0,0.0,0.0,15.0,1300.0,1295.491510579432,1300.0,1295.491510579432
2025-03-15,Vikersund,Norway,L,240,Flying,0,World Cup,17,Julia Mühlbacher,Austria,400,2025,57,2004-08-02T00:00:00.000000,20.61601642710472,106,0,0.0,0.0,14.0,1300.0,1294.491510579432,1300.0,1294.491510579432
2025-03-15,Vikersund,Norway,L,240,Flying,0,World Cup,18,Jenny Rautionaho,Finland,145,2025,57,1996-07-26T00:00:00.000000,28.635181382614647,159,0,0.0,0.0,13.0,1286.590336883782,1280.506073803513,1300.0,1280.506073803513
2025-03-15,Vikersund,Norway,L,240,Flying,0,World Cup,19,Kurumi Ichinohe,Japan,429,2025,57,2004-06-20T00:00:00.000000,20.7337440109514,57,0,0.0,0.0,12.0,1300.0,1292.491510579432,1300.0,1292.491510579432
2025-03-15,Vikersund,Norway,L,240,Flying,0,World Cup,20,Heidi Dyhre Tråserud,Norway,366,2025,57,2003-07-10T00:00:00.000000,21.68104038329911,74,0,0.0,0.0,11.0,1300.0,1291.491510579432,1300.0,1291.491510579432
2025-03-15,Vikersund,Norway,L,240,Flying,0,World Cup,21,Agnes Reisch,Germany,259,2025,57,1999-10-11T00:00:00.000000,25.426420260095824,111,0,0.0,0.0,10.0,1300.0,1290.491510579432,1300.0,1290.491510579432
2025-03-15,Vikersund,Norway,L,240,Flying,0,World Cup,22,Josephine Pagnier,France,280,2025,57,2002-06-04T00:00:00.000000,22.77891854893908,180,0,0.0,0.0,9.0,1289.9642046820618,1279.7732732446837,1300.0,1279.7732732446837
2025-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Nozomi Maruyama,Japan,222,2025,0,1998-06-02T00:00:00.000000,26.784394250513348,154,0,0.0,0.0,26.0,1296.1732204695834,1296.747237399146,1296.1732204695834,1296.747237399146
2025-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Agnes Reisch,Germany,259,2025,0,1999-10-11T00:00:00.000000,25.426420260095824,111,0,0.0,0.0,10.0,1290.491510579432,1291.9177839925173,1290.491510579432,1291.9177839925173
2025-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Eva Pinkelnig,Austria,14,2025,0,1988-05-27T00:00:00.000000,36.799452429842574,197,0,0.0,0.0,24.0,1299.0086890462967,1299.1573856893522,1299.0086890462967,1299.1573856893522
2025-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Anna Odine Strøm,Norway,44,2025,0,1998-04-17T00:00:00.000000,26.910335386721425,216,0,0.0,0.0,32.0,1299.2662735352542,1299.376332504966,1299.2662735352542,1299.376332504966
2025-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Katharina Schmid,Germany,13,2025,0,1996-05-23T00:00:00.000000,28.810403832991103,337,0,0.0,0.0,29.0,1310.3092355971983,1308.7628502576185,1310.3092355971983,1308.7628502576185
2025-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Julia Mühlbacher,Austria,400,2025,0,2004-08-02T00:00:00.000000,20.61601642710472,106,0,0.0,0.0,14.0,1294.491510579432,1295.3177839925172,1294.491510579432,1295.3177839925172
2025-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Abigail Strate,Canada,289,2025,0,2001-02-22T00:00:00.000000,24.057494866529773,141,0,0.0,0.0,18.0,1296.8879061387715,1297.3547202179557,1296.8879061387715,1297.3547202179557
2025-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Jacqueline Seifriedsberger,Austria,18,2025,0,1991-01-20T00:00:00.000000,34.1492128678987,395,0,0.0,0.0,36.0,1306.6295243228844,1305.6350956744518,1306.6295243228844,1305.6350956744518
2025-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Sara Takanashi,Japan,3,2025,0,1996-10-08T00:00:00.000000,28.432580424366872,373,0,0.0,0.0,16.0,1299.694711287337,1299.7405045942364,1299.694711287337,1299.7405045942364
2025-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Kurumi Ichinohe,Japan,429,2025,0,2004-06-20T00:00:00.000000,20.7337440109514,57,0,0.0,0.0,12.0,1292.491510579432,1293.6177839925172,1292.491510579432,1293.6177839925172
2025-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Heidi Dyhre Tråserud,Norway,366,2025,0,2003-07-10T00:00:00.000000,21.68104038329911,74,0,0.0,0.0,11.0,1291.491510579432,1292.7677839925173,1291.491510579432,1292.7677839925173
2025-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Jenny Rautionaho,Finland,145,2025,0,1996-07-26T00:00:00.000000,28.635181382614647,159,0,0.0,0.0,13.0,1280.506073803513,1283.430162732986,1280.506073803513,1283.430162732986
2025-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Eirin Maria Kvandal,Norway,354,2025,0,2001-12-12T00:00:00.000000,23.255304585900067,65,0,0.0,0.0,50.0,1316.0206940424987,1313.6175899361237,1316.0206940424987,1313.6175899361237
2025-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Lara Malsiner,Italy,253,2025,0,2000-04-14T00:00:00.000000,24.917180013689254,213,0,0.0,0.0,15.0,1295.491510579432,1296.1677839925173,1295.491510579432,1296.1677839925173
2025-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Lisa Eder,Austria,337,2025,0,2001-08-12T00:00:00.000000,23.589322381930184,130,0,0.0,0.0,22.0,1296.30359909702,1296.858059232467,1296.30359909702,1296.858059232467
2025-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Ema Klinec,Slovenia,89,2025,0,1998-07-02T00:00:00.000000,26.702258726899384,236,0,0.0,0.0,80.0,1321.355488113759,1318.1521648966952,1321.355488113759,1318.1521648966952
2025-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Nika Prevc,Slovenia,426,2025,0,2005-03-15T00:00:00.000000,20.0,121,0,0.0,0.0,100.0,1308.368785186958,1307.1134674089142,1308.368785186958,1307.1134674089142
2025-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Josephine Pagnier,France,280,2025,0,2002-06-04T00:00:00.000000,22.77891854893908,180,0,0.0,0.0,9.0,1279.7732732446837,1282.8072822579811,1279.7732732446837,1282.8072822579811
2025-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Yuki Ito,Japan,5,2025,0,1994-05-10T00:00:00.000000,30.847364818617386,382,0,0.0,0.0,40.0,1313.2376961660377,1311.252041741132,1313.2376961660377,1311.252041741132
2025-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Alexandria Loutitt,Canada,417,2025,0,2004-01-07T00:00:00.000000,21.1854893908282,102,0,0.0,0.0,45.0,1309.0548056015675,1307.6965847613324,1309.0548056015675,1307.6965847613324
2025-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Juliane Seyfarth,Germany,63,2025,0,1990-02-19T00:00:00.000000,35.06639288158795,423,0,0.0,0.0,20.0,1298.491510579432,1298.7177839925173,1298.491510579432,1298.7177839925173
2025-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Selina Freitag,Germany,338,2025,0,2001-05-19T00:00:00.000000,23.822039698836413,169,0,0.0,0.0,60.0,1298.5586670369862,1298.7748669814382,1298.5586670369862,1298.7748669814382
